INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30309113	3	3	9	113	Cloth4_12	Hoàn ð°ng ðan: Miêu ð¥u ßng	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 45 thành Miêu Ð¥u ¿ng bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	45	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	2	0	2005	-1	0
30309114	3	3	9	114	Cloth4_12	Hoàn ð°ng ðan: Hoan	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 45 thành Hoan bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	45	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	2	0	2005	-1	0
30309115	3	3	9	115	Cloth4_12	Hoàn ð°ng ðan: H±	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 45 thành Lão H± bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	45	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	2	0	2005	-1	0
30309116	3	3	9	116	Cloth4_12	Hoàn ð°ng ðan: Dã trß	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 45 thành Dã Trß bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	45	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	2	0	2005	-1	0
30309117	3	3	9	117	Cloth4_12	Hoàn ð°ng ðan: Bång t¢m	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 55 thành Bång T¢m bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	55	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	3	0	2005	-1	0
30309118	3	3	9	118	Cloth4_12	Hoàn ð°ng ðan: ¿ng	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 55 thành ¿ng bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	55	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	3	0	2005	-1	0
30309119	3	3	9	119	Cloth4_12	Hoàn ð°ng ðan: Ðà ði¬u	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 55 thành Ðà Ði¬u bäo bäo #YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	55	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	3	0	2005	-1	0
30309120	3	3	9	120	Cloth4_12	Hoàn ð°ng ðan: Báo	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 55 thành Báo TØ bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	55	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	3	0	2005	-1	0
30309121	3	3	9	121	Cloth4_12	Hoàn ð°ng ðan: B¡c cñc hùng	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 65 thành B¡c Cñc Hùng bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	65	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	4	0	2005	-1	0
30309122	3	3	9	122	Cloth4_12	Hoàn ð°ng ðan: Kh±ng tß¾c	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 65 thành K±ng Tß¾c bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	65	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	4	0	2005	-1	0
30309123	3	3	9	123	Cloth4_12	Hoàn ð°ng ðan: Kiªm xï h±	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 65 thành Kiªm Xï H± bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	65	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	4	0	2005	-1	0
30309124	3	3	9	124	Cloth4_12	Hoàn ð°ng ðan: ÐÕi tinh tinh	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 65 thành ÐÕi Tinh Tinh bäo bäo#YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	65	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	4	0	2005	-1	0
30309125	3	3	9	125	Cloth4_12	Hoàn ð°ng ðan: Tê ngßu	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 75 thành Tê Ngßu bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	75	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	5	0	2005	-1	0
30309126	3	3	9	126	Cloth4_12	Hoàn ð°ng ðan: Tuyªt ðiêu	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 75 thành Tuyªt Ðiêu bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	75	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	5	0	2005	-1	0
30309127	3	3	9	127	Cloth4_12	Hoàn ð°ng ðan: Kiªm long	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 75 thành Kiªm Long bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	75	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	5	0	2005	-1	0
30309128	3	3	9	128	Cloth4_12	Hoàn ð°ng ðan: Bác mã	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 75 thành Bác Mã bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	75	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	5	0	2005	-1	0
30309129	3	3	9	129	Cloth4_12	Hoàn ð°ng ðan: Hoàng ði¬u	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 85 thành Hoàng Ði¬u bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	85	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	6	0	2005	-1	0
30309130	3	3	9	130	Cloth4_12	Hoàn ð°ng ðan: Niên thú	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 85 thành Niên Thú bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	85	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	6	0	2005	-1	0
30309131	3	3	9	131	Cloth4_12	Hoàn ð°ng ðan: Long quy	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 85 thành Long Quy bäo bäo#YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	85	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	6	0	2005	-1	0
30309132	3	3	9	132	Cloth4_12	Hoàn ð°ng ðan: Anh chiêu	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 85 thành Anh Chiêu bäo bäo#YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	85	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	6	0	2005	-1	0
30309133	3	3	9	133	Cloth4_12	Hoàn ð°ng ðan: KÏ lân	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 95 thành KÏ Lân bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	95	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	7	0	2005	-1	0
30309134	3	3	9	134	Cloth4_12	Hoàn ð°ng ðan: Giao long	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 95 thành Giao Long bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	95	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	7	0	2005	-1	0
30309135	3	3	9	135	Cloth4_12	Hoàn ð°ng ðan: Sài miêu	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Sài Miêu bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309136	3	3	9	136	Cloth4_12	Hoàn ð°ng ðan: Kê	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Kê bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309137	3	3	9	137	Cloth4_12	Hoàn ð°ng ðan: Áp tØ	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Giáp TØ bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309138	3	3	9	138	Cloth4_12	Hoàn ð°ng ðan: S½n dß½ng	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành S½n Dß½ng bäo bäo#Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309139	3	3	9	139	Cloth4_12	Hoàn ð°ng ðan: Mao lß	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Mao Lß bäo bäo#YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309140	3	3	9	140	Cloth4_12	Hoàn ð°ng ðan: Nga	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Nga bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309141	3	3	9	141	Cloth4_12	Hoàn ð°ng ðan: Bá vß½ng long	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Bá Vß½ng Long bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309142	3	3	9	142	Cloth4_12	Hoàn ð°ng ðan: Xí nga	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Xí Nga bäo bäo#Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309143	3	3	9	143	Cloth4_12	Hoàn ð°ng ðan: ÐÕi thØ	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành ÐÕi ThØ bäo bäo #YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309144	3	3	9	144	Cloth4_12	Hoàn ð°ng ðan: Áp chuÖ thú	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Giáp Chüy Thú bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309145	3	3	9	145	Cloth4_12	Hoàn ð°ng ðan: Trß	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Trß bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309146	3	3	9	146	Cloth4_12	Hoàn ð°ng ðan: Thanh oa	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Thanh Oa bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309147	3	3	9	147	Cloth4_12	Hoàn ð°ng ðan: Ti¬u tßþng	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Ti¬u Tßþng bäo bäo #YloÕi hình Bình#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309148	3	3	9	148	Cloth4_12	Hoàn ð°ng ðan: Tuyªt h°	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Tuyªt H° bäo bäo #Y loÕi hình Nµi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309149	3	3	9	149	Cloth4_12	Hoàn ð°ng ðan: Lang	Có th¬ hoàn ð°ng nhæng trân thú trß·ng thành ho£c trân thú bäo bäo c¤p 5 thành Lang bäo bäo #Y loÕi hình NgoÕi#W. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	5	4	1	5	1	300028	92	1	-1	-1	-1	5	Hoàn Ð°ng Ðan	1	0	2005	-1	0
30309150	3	3	9	150	Charm3_9	S½ c¤p hoàn ð°ng ðan: Long Miêu	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Long Miêu bäo bäo #Y loÕi hình NgoÕi #W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309151	3	3	9	151	Charm3_9	S½ c¤p hoàn ð°ng ðan: Hùng Miêu	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Hùng Miêu bäo bäo #YloÕi hình Bình#W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309152	3	3	9	152	Charm3_9	S½ c¤p hoàn ð°ng ðan: H° Ði®p	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Oa Ngßu bäo bäo #YloÕi hình Bình#W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309153	3	3	9	153	Charm3_9	S½ c¤p hoàn ð°ng ðan: Oa Ngßu	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Oa Ngßu bäo bäo #YloÕi hình Bình#W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309154	3	3	9	154	Charm3_9	S½ c¤p hoàn ð°ng ðan: HÕt TØ	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Hát TØ bäo bäo #Y loÕi hình NgoÕi #W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309155	3	3	9	155	Charm3_9	S½ c¤p hoàn ð°ng ðan: Bàng Giäi	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Bàng giäi bäo bäo #Y loÕi hình NgoÕi #W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309156	3	3	9	156	Charm3_9	S½ c¤p hoàn ð°ng ðan: Tê Ði¬u	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Tê Ði¬u bäo bäo #Y loÕi hình Nµi#Wcó ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309157	3	3	9	157	Charm3_9	S½ c¤p hoàn ð°ng ðan: Áp ChuÖ Thú	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Giáp Chüy Thú bäo bäo #Y loÕi hình Nµi#W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309158	3	3	9	158	Charm3_9	S½ c¤p hoàn ð°ng ðan: Tuyªt H°	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Tuyªt H° bäo bäo #Y loÕi hình NgoÕi #Wcó ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309159	3	3	9	159	Charm3_9	Hoàn Ð°ng Ð½n s½ c¤p: Xuyên S½n Giáp	Hoàn ð°ng cho Trân Thú thành niên t× c¤p 5 ðªn c¤p 45, có th¬ biªn d¸ tiªn hóa thành Trân Thú có ðÆng c¤p tß½ng Ñng #YloÕi hình quân bình#W: Xuyên S½n Giáp Bäo Bäo.#r#c00FF00 (Có th¬ sØ døng · ch² Vân Diêu Diêu LÕc Dß½ng [183,156] sau khi ch÷n chÑc nång hoàn ð°ng.)	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309160	3	3	9	160	Charm3_9	Hoàn Ð°ng Ð½n s½ c¤p: ÐÕi Giáp Trùng	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Giáp Trùng bäo bäo #YloÕi hình Bình#W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
30309161	3	3	9	161	Charm3_9	S½ c¤p hoàn ð°ng ðan: Ðß½ng H²	Khi ðem trân thú trß·ng thành c¤p 5 ho£c c¤p 45 hoàn ð°ng, có th¬ xu¤t hi®n biªn d¸ thành Ðß½ng H² bäo bäo #Y loÕi hình Nµi#W có ðÆng c¤p tß½ng Ñng. #r#c00FF00 (có th¬ ðªn ch² Vân Diêu Diêu [183, 156] · LÕc Dß½ng ch÷n chÑc nång hoàn ð°ng ð¬ hoàn ð°ng trân thú.) 	1	4	1	5	1	300100	92	1	-1	-1	-1	5	Ð° dùng Trân thú	1	0	2005	-1	0
