INT	INT	INT	STRING	INT	INT	INT	INT
30120005	720	-1	-1	0	1	1	0
30120006	720	-1	-1	0	1	1	0
30120007	720	-1	-1	0	1	1	0
30120008	720	-1	-1	0	1	1	0
30120009	720	-1	-1	0	1	1	0
30120010	720	-1	-1	0	1	1	0
30120011	720	-1	-1	0	1	1	0
30120012	720	-1	-1	0	1	1	0
30120013	720	-1	-1	0	1	1	0
30120014	720	-1	-1	0	1	1	0
30120015	720	-1	-1	0	1	1	0
30120016	720	-1	-1	0	1	1	0
30120017	720	-1	-1	0	1	1	0
30120018	720	-1	-1	0	1	1	0
30120019	720	-1	-1	0	1	1	0
30120020	720	-1	-1	0	1	1	0
30120021	720	-1	-1	0	1	1	0
30120022	720	-1	-1	0	1	1	0
30120023	720	-1	-1	0	1	1	0
30120024	720	-1	-1	0	1	1	0
30120025	720	-1	-1	0	1	1	0
30120026	720	-1	-1	0	1	1	0
30120027	720	-1	-1	0	1	1	0
30120028	720	-1	-1	0	1	1	0
30120029	720	-1	-1	0	1	1	0
30120030	720	-1	-1	0	1	1	0
30120031	720	-1	-1	0	1	1	0
30120032	720	-1	-1	0	1	1	0
30120033	720	-1	-1	0	1	1	0
30120034	720	-1	-1	0	1	1	0
30120035	720	-1	-1	0	1	1	0
30120036	720	-1	-1	0	1	1	0
30120037	720	-1	-1	0	1	1	0
30120038	720	-1	-1	0	1	1	0
30120039	720	-1	-1	0	1	1	0
30120040	720	-1	-1	0	1	1	0
30120041	720	-1	-1	0	1	1	0
30120042	720	-1	-1	0	1	1	0
30303001	-1	-1	-1	0	1	1	0
30303002	-1	-1	-1	0	1	1	0
30303003	-1	-1	-1	0	1	1	0
30303051	-1	-1	-1	0	1	1	0
30303052	-1	-1	-1	0	1	1	0
30303053	-1	-1	-1	0	1	1	0
30303100	-1	-1	-1	0	1	1	0
30303101	-1	-1	-1	0	1	1	0
30303102	-1	-1	-1	0	1	1	0
30304030	-1	-1	-1	0	1	1	0
30304031	-1	-1	-1	0	1	1	0
30304032	-1	-1	-1	0	1	1	0
30304033	-1	-1	-1	0	1	1	0
30304034	-1	-1	-1	0	1	1	0
30304035	-1	-1	-1	0	1	1	0
30304036	-1	-1	-1	0	1	1	0
30304037	-1	-1	-1	0	1	1	0
30304038	-1	-1	-1	0	1	1	0
30308072	-1	-1	-1	0	1	1	0
30309056	-1	-1	-1	0	1	1	0
30501100	720	-1	-1	0	1	0	0
30501104	-1	-1	-1	0	1	1	0
30501107	168	-1	-1	0	1	0	0
30501108	168	-1	-1	0	1	0	0
30501109	168	-1	-1	0	1	0	0
30501110	168	-1	-1	0	1	0	0
30501111	168	-1	-1	0	1	0	0
30501112	168	-1	-1	0	1	0	0
30501113	168	-1	-1	0	1	0	0
30501114	168	-1	-1	0	1	0	0
30501115	168	-1	-1	0	1	0	0
30501116	168	-1	-1	0	1	0	0
30501131	168	-1	-1	0	1	0	0
30501132	168	-1	-1	0	1	0	0
30501133	168	-1	-1	0	1	0	0
30501134	168	-1	-1	0	1	0	0
30501135	168	-1	-1	0	1	0	0
30501136	168	-1	-1	0	1	0	0
30501137	168	-1	-1	0	1	0	0
30501138	168	-1	-1	0	1	0	0
30501139	168	-1	-1	0	1	0	0
30501140	168	-1	-1	0	1	0	0
30501141	168	-1	-1	0	1	0	0
30501142	168	-1	-1	0	1	0	0
30501143	168	-1	-1	0	1	0	0
30501144	168	-1	-1	0	1	0	0
30501145	168	-1	-1	0	1	0	0
30501146	168	-1	-1	0	1	0	0
30501147	168	-1	-1	0	1	0	0
30501151	168	-1	-1	0	1	0	0
30501152	168	-1	-1	0	1	0	0
30501153	168	-1	-1	0	1	0	0
30501159	168	-1	-1	0	1	0	0
30501160	168	-1	-1	0	1	0	0
30501161	168	-1	-1	0	1	0	0
30501162	48	-1	-1	0	1	0	0
30501166	168	-1	-1	0	1	0	0
30501168	-1	-1	-1	0	0	0	0
30501172	-1	-1	-1	0	0	0	0
30501318	-1	-1	-1	0	0	0	0
30501355	-1	-1	-1	0	0	0	0
30501357	-1	-1	-1	0	0	0	0
30501359	-1	-1	-1	0	0	0	0
30501360	168	-1	-1	0	1	0	0
30502004	-1	-1	-1	0	1	0	0
30502005	-1	-1	-1	0	1	0	0
30502006	-1	-1	-1	0	0	0	0
30503022	168	-1	-1	0	1	0	0
30503023	168	-1	-1	0	1	0	0
30503024	168	-1	-1	0	1	0	0
30503025	-1	-1	-1	0	0	0	0
30503026	-1	-1	-1	0	0	0	0
30503027	-1	-1	-1	0	0	0	0
30503028	-1	-1	-1	0	0	0	0
30503029	-1	-1	-1	0	0	0	0
30503030	-1	-1	-1	0	0	0	0
30503031	-1	-1	-1	0	0	0	0
30503032	-1	-1	-1	0	0	0	0
30503033	-1	-1	-1	0	0	0	0
30503034	-1	-1	-1	0	0	0	0
30503035	-1	-1	-1	0	0	0	0
30503036	-1	-1	-1	0	0	0	0
30503037	-1	-1	-1	0	0	0	0
30503038	-1	-1	-1	0	0	0	0
30503039	-1	-1	-1	0	0	0	0
30503040	-1	-1	-1	0	0	0	0
30503041	-1	-1	-1	0	0	0	0
30503042	-1	-1	-1	0	0	0	0
30503043	-1	-1	-1	0	0	0	0
30503044	-1	-1	-1	0	0	0	0
30503045	-1	-1	-1	0	0	0	0
30503046	-1	-1	-1	0	0	0	0
30503047	-1	-1	-1	0	0	0	0
30503048	-1	-1	-1	0	0	0	0
30503049	-1	-1	-1	0	0	0	0
30503050	-1	-1	-1	0	0	0	0
30503051	-1	-1	-1	0	0	0	0
30503052	-1	-1	-1	0	0	0	0
30503053	-1	-1	-1	0	0	0	0
30503054	-1	-1	-1	0	0	0	0
30503055	-1	-1	-1	0	0	0	0
30503056	-1	-1	-1	0	0	0	0
30503057	-1	-1	-1	0	0	0	0
30503058	-1	-1	-1	0	0	0	0
30503059	-1	-1	-1	0	0	0	0
30503060	-1	-1	-1	0	0	0	0
30503061	-1	-1	-1	0	0	0	0
30503062	-1	-1	-1	0	0	0	0
30503063	-1	-1	-1	0	0	0	0
30503064	-1	-1	-1	0	0	0	0
30503065	-1	-1	-1	0	0	0	0
30503066	-1	-1	-1	0	0	0	0
30503067	-1	-1	-1	0	0	0	0
30503068	-1	-1	-1	0	0	0	0
30503069	-1	-1	-1	0	0	0	0
30503070	-1	-1	-1	0	0	0	0
30503071	-1	-1	-1	0	0	0	0
30503072	-1	-1	-1	0	0	0	0
30503073	-1	-1	-1	0	0	0	0
30503074	-1	-1	-1	0	0	0	0
30503075	-1	-1	-1	0	0	0	0
30503076	-1	-1	-1	0	0	0	0
30503077	-1	-1	-1	0	0	0	0
30503078	-1	-1	-1	0	0	0	0
30503079	-1	-1	-1	0	0	0	0
30503080	-1	-1	-1	0	0	0	0
30503081	-1	-1	-1	0	0	0	0
30503082	-1	-1	-1	0	0	0	0
30503083	-1	-1	-1	0	0	0	0
30503084	-1	-1	-1	0	0	0	0
30503085	-1	-1	-1	0	0	0	0
30503086	-1	-1	-1	0	0	0	0
30503087	-1	-1	-1	0	0	0	0
30503088	-1	-1	-1	0	0	0	0
30503089	-1	-1	-1	0	0	0	0
30503090	-1	-1	-1	0	0	0	0
30503091	-1	-1	-1	0	0	0	0
30503092	-1	-1	-1	0	0	0	0
30503093	-1	-1	-1	0	0	0	0
30503094	-1	-1	-1	0	0	0	0
30503095	-1	-1	-1	0	0	0	0
30503096	-1	-1	-1	0	0	0	0
30503097	-1	-1	-1	0	0	0	0
30503098	-1	-1	-1	0	0	0	0
30503099	-1	-1	-1	0	0	0	0
30503100	-1	-1	-1	0	0	0	0
30503101	-1	-1	-1	0	0	0	0
30503102	-1	-1	-1	0	0	0	0
30503103	-1	-1	-1	0	0	0	0
30503104	-1	-1	-1	0	0	0	0
30503105	-1	-1	-1	0	0	0	0
30503106	-1	-1	-1	0	0	0	0
30503107	-1	-1	-1	0	0	0	0
30503108	-1	-1	-1	0	0	0	0
30503109	-1	-1	-1	0	0	0	0
30503110	-1	-1	-1	0	0	0	0
30503111	-1	-1	-1	0	0	0	0
30503112	-1	-1	-1	0	0	0	0
30503113	-1	-1	-1	0	0	0	0
30503114	-1	-1	-1	0	0	0	0
30503122	-1	-1	-1	0	0	0	0
30503123	-1	-1	-1	0	0	0	0
30503124	-1	-1	-1	0	0	0	0
30503125	-1	-1	-1	0	0	0	0
30503126	-1	-1	-1	0	0	0	0
30503143	-1	-1	-1	0	1	1	0
30503144	-1	-1	-1	0	1	1	0
30503145	-1	-1	-1	0	1	1	0
30503146	-1	-1	-1	0	1	1	0
30503147	-1	-1	-1	0	1	1	0
30503148	-1	-1	-1	0	1	1	0
30504190	-1	2005	-1	0	1	1	0
30504315	24	2005	-1	0	1	0	0
30505013	-1	-1	-1	0	1	1	0
30505014	-1	-1	-1	0	1	1	0
30505015	-1	-1	-1	0	1	1	0
30505016	-1	-1	-1	0	1	1	0
30505017	-1	-1	-1	0	1	1	0
30505018	-1	-1	-1	0	1	1	0
30505019	-1	-1	-1	0	1	1	0
30505020	-1	-1	-1	0	1	1	0
30505021	-1	-1	-1	0	1	1	0
30505022	-1	-1	-1	0	1	1	0
30505085	720	-1	-1	0	1	0	0
30505086	720	-1	-1	0	1	0	0
30505087	720	-1	-1	0	1	0	0
30505088	720	-1	-1	0	1	0	0
30505089	720	-1	-1	0	1	0	0
30505090	720	-1	-1	0	1	0	0
30505091	720	-1	-1	0	1	0	0
30505114	2160	-1	-1	0	1	0	0
30505115	2160	-1	-1	0	1	0	0
30505116	2160	-1	-1	0	1	0	0
30505117	2160	-1	-1	0	1	0	0
30505118	2160	-1	-1	0	1	0	0
30505119	2160	-1	-1	0	1	0	0
30505120	2160	-1	-1	0	1	0	0
30505123	720	-1	-1	0	1	0	0
30505124	720	-1	-1	0	1	0	0
30505130	720	-1	-1	0	1	0	0
30505131	720	-1	-1	0	1	0	0
30505155	-1	-1	-1	0	1	1	0
30505156	-1	-1	-1	0	1	1	0
30505157	-1	-1	-1	0	1	0	0
30505158	-1	-1	-1	0	1	0	0
30505159	-1	-1	-1	0	1	0	0
30505160	-1	-1	-1	0	1	0	0
30505161	-1	-1	-1	0	1	0	0
30505163	168	-1	-1	0	1	0	0
30505191	192	-1	-1	0	1	0	0
30505200	720	-1	-1	0	1	0	0
30505201	168	-1	-1	0	1	0	0
30505202	168	-1	-1	0	1	0	0
30505203	168	-1	-1	0	1	0	0
30505204	168	-1	-1	0	1	0	0
30505207	1	-1	-1	0	1	0	0
30505208	1	-1	-1	0	1	0	0
30505209	1	-1	-1	0	1	0	0
30505210	1	-1	-1	0	1	0	0
30505211	1	-1	-1	0	1	0	0
30505212	1	-1	-1	0	1	0	0
30505213	1	-1	-1	0	1	0	0
30505254	-1	-1	-1	0	0	1	0
30505257	24	-1	-1	0	1	0	0
30505259	-1	2005	-1	0	1	1	0
30505260	-1	-1	-1	0	1	1	0
30505261	-1	-1	-1	0	1	1	0
30505262	-1	-1	-1	0	1	1	0
30505263	-1	-1	-1	0	1	1	0
30505264	-1	-1	-1	0	1	1	0
30505265	-1	-1	-1	0	1	1	0
30505268	-1	-1	-1	0	1	1	0
30505816	-1	-1	-1	0	0	0	0
30505817	-1	-1	-1	0	0	0	0
30505908	-1	-1	-1	0	0	0	0
30601001	-1	-1	-1	0	1	1	0
30601004	-1	-1	-1	0	1	1	0
30602001	-1	-1	-1	0	1	1	0
30602002	-1	-1	-1	0	1	1	0
30602003	-1	-1	-1	0	1	1	0
30602004	-1	-1	-1	0	1	1	0
30603001	-1	-1	-1	0	1	1	0
30603002	-1	-1	-1	0	1	1	0
30603003	-1	-1	-1	0	1	1	0
30603004	-1	-1	-1	0	1	1	0
30604001	-1	-1	-1	0	1	1	0
30604002	-1	-1	-1	0	1	1	0
30604003	-1	-1	-1	0	1	1	0
30604004	-1	-1	-1	0	1	1	0
30605001	-1	-1	-1	0	1	1	0
30605002	-1	-1	-1	0	1	1	0
30605003	-1	-1	-1	0	1	1	0
30605004	-1	-1	-1	0	1	1	0
30607002	-1	-1	-1	0	1	1	0
30700201	240	-1	-1	0	1	0	0
30700202	240	-1	-1	0	1	0	0
30700206	23	-1	-1	0	1	1	0
30700207	23	-1	-1	0	1	1	0
30700208	23	-1	-1	0	1	1	0
30700209	23	-1	-1	0	1	1	0
30700210	23	-1	-1	0	1	1	0
30700211	23	-1	-1	0	1	1	0
30700212	23	-1	-1	0	1	1	0
30700213	-1	-1	-1	0	0	0	0
30700214	-1	-1	-1	0	0	0	0
30700215	-1	-1	-1	0	0	0	0
30700216	-1	-1	-1	0	0	0	0
30700217	-1	-1	-1	0	0	0	0
30700218	-1	-1	-1	0	0	0	0
30700219	-1	-1	-1	0	0	0	0
30700220	-1	-1	-1	0	0	0	0
30700221	-1	-1	-1	0	0	0	0
30700222	-1	-1	-1	0	0	0	0
30700223	-1	-1	-1	0	0	0	0
30700224	-1	-1	-1	0	0	0	0
30700225	-1	-1	-1	0	0	0	0
30700226	-1	-1	-1	0	0	0	0
30700227	-1	-1	-1	0	0	0	0
30700228	-1	-1	-1	0	0	0	0
30700229	-1	-1	-1	0	0	0	0
30900051	1	2005	-1	0	1	0	0
30900052	1	2005	-1	0	1	0	0
30900053	1	2005	-1	0	1	0	0
30900054	1	2005	-1	0	1	0	0
30900055	1	2005	-1	0	1	0	0
30900056	-1	-1	-1	0	0	0	0
30900057	-1	-1	-1	0	0	0	0
30900058	-1	-1	-1	0	0	0	0
30900081	-1	2005	-1	0	1	1	0
30900082	-1	2005	-1	0	1	1	0
30900083	-1	2005	-1	0	1	1	0
30900084	-1	2005	-1	0	1	1	0
30900085	-1	2005	-1	0	1	1	0
30900086	-1	2005	-1	0	1	1	0
30900087	-1	2005	-1	0	1	1	0
31000100	720	-1	-1	0	1	0	0
38000000	720	-1	-1	0	1	0	0
38000009	168	2005	-1	0	1	1	0
38000055	168	2005	-1	0	1	1	0
38000056	-1	2005	-1	0	1	1	0
40004414	4	-1	-1	0	1	0	0
40004431	48	-1	-1	0	1	0	0
40004432	48	-1	-1	0	1	0	0
40004433	48	-1	-1	0	1	0	0
