INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
9603	Thánh Hoä Bài C¥u	0	40	2497	0	10	0	-1	9	20	1	0.1	-1	0	1346	632	1346	632	3672	1530	0	0	589	93	5	5	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	49	3007	1645	773	1645	773	4488	1	29	10	1	0	3	5	0	0	0
9604	Thánh Hoä Bài C¥u	0	50	3407	0	10	0	-1	9	20	1	0.1	-1	0	1762	788	1762	788	5088	1908	0	0	857	116	6	6	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	59	3975	1978	929	1978	929	5995	1	29	10	1	0	3	5	0	0	0
9605	Thánh Hoä Bài C¥u	0	60	4437	0	10	0	-1	9	20	1	0.1	-1	0	2112	944	2112	944	6705	2286	0	0	1173	139	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	69	5063	2311	1085	2311	1085	7703	1	29	10	1	0	3	5	0	0	0
9606	Thánh Hoä Bài C¥u	0	70	5599	0	10	0	-1	9	20	1	0.1	-1	0	2461	1101	2461	1101	8524	2664	0	0	1537	162	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	79	6283	2643	1241	2643	1241	9613	1	29	10	1	0	3	5	0	0	0
9607	Thánh Hoä Bài C¥u	0	80	6888	0	10	0	-1	9	20	1	0.1	-1	0	2810	1257	2810	1257	10545	3042	0	0	1950	185	8	8	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	89	7624	2976	1397	2976	1397	11724	1	29	10	1	0	3	5	0	0	0
9608	Thánh Hoä Bài C¥u	0	90	7887	0	10	0	-1	9	20	1	0.1	-1	0	3461	1413	3461	1413	12768	3420	0	0	2192	208	9	9	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	99	8639	3308	1554	3308	1554	14038	1	29	10	1	0	3	5	0	0	0
9609	Thánh Hoä Bài C¥u	0	100	8854	0	10	0	-1	9	20	1	0.1	-1	0	4177	1569	4177	1569	15192	3798	0	0	2434	231	10	10	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2129	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_9	1200	2400	109	9622	3641	1710	3641	1710	16552	1	29	10	1	0	3	5	0	0	0
9610	Thánh Hoä Túc C¥u	0	10	525	0	10	0	-1	9	20	1	0.1	-1	0	348	163	348	163	158	396	0	0	122	24	2	2	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	19	867	647	304	647	304	1177	1	29	10	1	0	3	5	0	0	0
9611	Thánh Hoä Túc C¥u	0	20	1056	0	10	0	-1	9	20	1	0.1	-1	0	681	319	681	319	1444	774	0	0	237	47	3	3	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	29	1456	980	460	980	460	2079	1	29	10	1	0	3	5	0	0	0
9612	Thánh Hoä Túc C¥u	0	30	1714	0	10	0	-1	9	20	1	0.1	-1	0	1013	476	1013	476	2457	1152	0	0	352	70	4	4	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	39	2166	1313	616	1313	616	3183	1	29	10	1	0	3	5	0	0	0
9613	Thánh Hoä Túc C¥u	0	40	2497	0	10	0	-1	9	20	1	0.1	-1	0	1346	632	1346	632	3672	1530	0	0	589	93	5	5	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	49	3007	1645	773	1645	773	4488	1	29	10	1	0	3	5	0	0	0
9614	Thánh Hoä Túc C¥u	0	50	3407	0	10	0	-1	9	20	1	0.1	-1	0	1762	788	1762	788	5088	1908	0	0	857	116	6	6	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	59	3975	1978	929	1978	929	5995	1	29	10	1	0	3	5	0	0	0
9615	Thánh Hoä Túc C¥u	0	60	4437	0	10	0	-1	9	20	1	0.1	-1	0	2112	944	2112	944	6705	2286	0	0	1173	139	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	69	5063	2311	1085	2311	1085	7703	1	29	10	1	0	3	5	0	0	0
9616	Thánh Hoä Túc C¥u	0	70	5599	0	10	0	-1	9	20	1	0.1	-1	0	2461	1101	2461	1101	8524	2664	0	0	1537	162	7	7	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	79	6283	2643	1241	2643	1241	9613	1	29	10	1	0	3	5	0	0	0
9617	Thánh Hoä Túc C¥u	0	80	6888	0	10	0	-1	9	20	1	0.1	-1	0	2810	1257	2810	1257	10545	3042	0	0	1950	185	8	8	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	89	7624	2976	1397	2976	1397	11724	1	29	10	1	0	3	5	0	0	0
9618	Thánh Hoä Túc C¥u	0	90	7887	0	10	0	-1	9	20	1	0.1	-1	0	3461	1413	3461	1413	12768	3420	0	0	2192	208	9	9	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	99	8639	3308	1554	3308	1554	14038	1	29	10	1	0	3	5	0	0	0
9619	Thánh Hoä Túc C¥u	0	100	8854	0	10	0	-1	9	20	1	0.1	-1	0	4177	1569	4177	1569	15192	3798	0	0	2434	231	10	10	3500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2130	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_7	1200	2400	109	9622	3641	1710	3641	1710	16552	1	29	10	1	0	3	5	0	0	0
9620	Thánh hoä ðàn	0	120	2023	0	10	3	-1	9	20	1	0.1	1	0	4174	1568	4174	1568	32384	3795	0	0	2431	231	10	10	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2131	1	-1	-1	100	100	set:CommonNPCHeader14 image:CommonNPCHeader14_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
9621	S½n QuÖ	0	85	5552	0	10	14	-1	9	20	1	0.1	1	0	4975	1112	4975	1112	52270	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	554	1	1	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	89	5800	4960	1164	4960	1164	54716	1	29	10	1	0	3	1	0	0	0
9622	S½n QuÖ	0	90	9000	0	10	14	-1	9	20	1	0.1	1	0	5768	1178	5768	1178	59584	2850	0	0	1827	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	554	1	1	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	99	9858	5514	1295	5514	1295	65511	1	29	10	1	0	3	1	0	0	0
9623	S½n QuÖ	0	100	10104	0	10	14	-1	9	20	1	0.1	1	0	6963	1308	6963	1308	70896	3165	0	0	2028	193	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	554	1	1	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	109	10980	6069	1425	6069	1425	77246	1	29	10	1	0	3	1	0	0	0
9624	S½n QuÖ	0	110	11160	0	10	14	-1	9	20	1	0.1	1	0	7656	1438	7656	1438	83148	3480	0	0	2230	212	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	554	1	1	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	119	12042	6623	1555	6623	1555	89922	1	29	10	1	0	3	1	0	0	0
9625	S½n QuÖ	0	120	12138	0	10	14	-1	9	20	1	0.1	1	0	8349	1568	8349	1568	90675	3795	0	0	2431	231	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	554	1	1	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	129	13020	7178	1685	7178	1685	97448	1	29	10	1	0	3	1	0	0	0
9626	ÐÕi S½n QuÖ	0	85	8393	0	10	14	-1	9	20	3	0.1	1	1	17912	1335	17912	1335	125448	3231	0	0	2071	197	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2134	1	1	-1	260	260	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	89	8767	17858	1397	17858	1397	131319	1	29	10	1	0	3	5	0	0	0
9627	ÐÕi S½n QuÖ	0	90	11830	0	10	14	-1	9	20	3	0.1	1	1	20766	1413	20766	1413	143001	3420	0	0	2192	208	9	9	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2134	1	1	-1	260	260	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	99	12958	19853	1554	19853	1554	157226	1	29	10	1	0	3	5	0	0	0
9628	ÐÕi S½n QuÖ	0	100	13282	0	10	14	-1	9	20	3	0.1	1	1	25066	1569	25066	1569	170150	3798	0	0	2434	231	10	10	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2134	1	1	-1	260	260	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	109	14433	21849	1710	21849	1710	185391	1	29	10	1	0	3	5	0	0	0
9629	ÐÕi S½n QuÖ	0	110	14670	0	10	14	-1	9	20	3	0.1	1	1	27561	1726	27561	1726	199557	4176	0	0	2676	254	11	11	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2134	1	1	-1	260	260	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	119	15829	23845	1866	23845	1866	215814	1	29	10	1	0	3	5	0	0	0
9630	ÐÕi S½n QuÖ	0	120	15955	0	10	14	-1	9	20	3	0.1	1	1	30056	1882	30056	1882	217620	4554	0	0	2918	277	12	12	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2134	1	1	-1	260	260	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	129	17115	25841	2022	25841	2022	233877	1	29	10	1	0	3	5	0	0	0
9631	S½n Th¥n	0	86	92855	0	10	14	-1	9	20	3	0.1	1	1	15101	8782	15101	8782	2379686	16344	0	0	10478	997	47	47	1900	600	0	0	60	0	3264	60	0	0	60	0	0	60	0	-1	-1	2135	1	1	-1	360	360	set:FightNPCHeader6 image:FightNPCHeader6_23	1200	2400	95	104495	15879	9696	15879	9696	2829456	1	29	10	1	0	3	8	0	0	0
9632	S½n Th¥n	0	91	100262	0	10	14	-1	9	20	3	0.1	1	1	17496	9289	17496	9289	2710915	17289	0	0	11082	1055	49	49	1900	600	0	0	60	0	3588	60	0	0	60	0	0	60	0	-1	-1	2135	1	1	-1	360	360	set:FightNPCHeader6 image:FightNPCHeader6_23	1200	2400	100	111373	16711	10203	16711	10203	3190320	1	29	10	1	0	3	8	0	0	0
9633	S½n Th¥n	0	101	112497	0	10	14	-1	9	20	3	0.1	1	1	21096	10305	21096	10305	3222072	19179	0	0	12292	1170	54	54	1900	600	0	0	60	0	4284	60	0	0	60	0	0	60	0	-1	-1	2135	1	1	-1	360	360	set:FightNPCHeader6 image:FightNPCHeader6_23	1200	2400	110	123013	18374	11219	18374	11219	3741696	1	29	10	1	0	3	8	0	0	0
9634	S½n Th¥n	0	111	124071	0	10	14	-1	9	20	3	0.1	1	1	23175	11321	23175	11321	3775564	21069	0	0	13502	1285	59	59	1900	600	0	0	60	0	5052	60	0	0	60	0	0	60	0	-1	-1	2135	1	1	-1	360	360	set:FightNPCHeader6 image:FightNPCHeader6_23	1200	2400	120	133793	20037	12235	20037	12235	4080384	1	29	10	1	0	3	8	0	0	0
9635	S½n Th¥n	0	121	134917	0	10	14	-1	9	20	3	0.1	1	1	25254	12336	25254	12336	4114252	22959	0	0	14711	1401	64	64	1900	600	0	0	60	0	5676	60	0	0	60	0	0	60	0	-1	-1	2135	1	1	-1	360	360	set:FightNPCHeader6 image:FightNPCHeader6_23	1200	2400	130	144639	21700	13250	21700	13250	4419072	1	29	10	1	0	3	8	0	0	0
9636	S½n QuÖ	0	90	2250	0	10	3	-1	9	20	1	0.1	1	0	2884	1178	2884	1178	21280	2850	0	0	1827	174	8	8	3500	1500	0	0	60	0	568	60	0	0	60	0	0	60	0	-1	-1	554	1	0	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	99	2464	2757	1295	2757	1295	23396	1	12	10	0	0	3	1	0	0	0
9637	S½n Yêu	0	90	2250	0	10	3	-1	9	20	1	0.1	1	0	2884	1178	2884	1178	21280	2850	0	0	1827	174	8	8	3500	1500	0	0	60	0	568	60	0	0	60	0	0	60	0	-1	-1	554	1	0	-1	200	200	set:FightNPCHeader6 image:FightNPCHeader6_25	1200	2400	99	2464	2757	1295	2757	1295	23396	1	12	10	0	0	3	1	0	0	0
9638	Cáp ÐÕi Bá	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	47	94	2000	400	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2150	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_16	1200	2400	109	405087	910404	14253	15173	35634	1986336	1	28	10	1	0	2	9	0	0	0
9639	Tang Th± Công	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	94	47	3500	800	0	0	60	0	0	60	0	0	60	0	19980	60	0	-1	-1	2151	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_18	1200	2400	109	405087	121387	14253	30346	21380	1186284	1	28	10	1	0	2	9	0	0	0
9640	Bích Lân Ðông Cß½ng Thi	1	105	0	0	10	0	-1	9	40	3	0.1	-1	1	50000	50000	50000	50000	25222222	150000	0	0	51105	1216	56	56	1500	200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	370	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_23	1200	2400	109	0	145664	8552	18208	8552	165528	1	28	10	1	0	3	8	0	0	0
9641	Ô Lão ÐÕi	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	94	47	3500	800	0	0	60	0	0	60	0	0	60	0	111000	60	0	-1	-1	2152	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_14	1200	2400	109	405087	121387	14253	3034	21380	2979504	1	28	10	1	0	2	9	0	0	0
9642	Trác B¤t Phàm	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	21294	2028	94	94	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2153	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_13	1200	2400	109	5786	303468	14253	15173	142538	579348	1	28	10	1	0	2	9	0	0	0
9643	B¤t Bình ÐÕo Nhân	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	21294	2028	94	94	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2154	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_15	1200	2400	109	5786	15173	142538	303468	14253	579348	1	28	10	1	0	2	9	0	0	0
9644	Lý Thu ThuÖ	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	21294	2028	94	94	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2155	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0
9645	Nh§m Bình Sinh	1	105	10000	0	10	0	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	12776	1216	56	56	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	378	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	8	0	0	0
9646	Cáp ÐÕi Bá	1	105	10000	0	10	3	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	47	94	2000	400	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2150	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_7	1200	2400	109	405087	910404	14253	15173	35634	1986336	1	28	10	1	0	2	9	0	0	0
9647	Tang Th± Công	1	105	10000	0	10	3	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	94	47	3500	800	0	0	60	0	0	60	0	0	60	0	19980	60	0	-1	-1	2151	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_4	1200	2400	109	405087	121387	14253	30346	21380	1186284	1	28	10	1	0	2	9	0	0	0
9648	Ô Lão ÐÕi	1	105	10000	0	10	3	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	94	47	3500	800	0	0	60	0	0	60	0	0	60	0	111000	60	0	-1	-1	2152	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_19	1200	2400	109	405087	121387	14253	3034	21380	2979504	1	28	10	1	0	2	9	0	0	0
9649	Ô Lão ÐÕi	1	105	10000	0	10	3	-1	9	40	3	0.1	-1	1	300000	300000	300000	300000	25222222	150000	0	0	85176	2028	94	47	3500	800	0	0	60	0	0	60	0	0	60	0	111000	60	0	-1	-1	2152	1	1	-1	100	100	set:FightNPCHeader5 image:FightNPCHeader5_19	1200	2400	109	405087	121387	14253	3034	21380	2979504	1	28	10	1	0	2	9	0	0	0
9660	Cáp ÐÕi Bá	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	43	86	2000	400	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2150	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_16	1200	2400	109	405087	910404	14253	15173	35634	6345240	1	28	10	1	0	2	9	0	0	0		
9661	Tang Th± Công	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	86	43	3500	800	0	0	60	0	0	60	0	0	60	0	3600	60	0	-1	-1	2151	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_18	1200	2400	109	405087	121387	14253	30346	21380	2124276	1	28	10	1	0	2	9	0	0	0		
9662	Bích Lân Ðông Cß½ng Thi	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1101	51	51	1500	200	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	370	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_23	1200	2400	109	0	145664	8552	18208	8552	1655280	1	29	10	1	0	3	8	0	0	0		
9663	Ô Lão ÐÕi	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	86	43	3500	800	0	0	60	0	0	60	0	0	60	0	3600	60	0	-1	-1	2152	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_14	1200	2400	109	405087	121387	14253	3034	21380	5517600	1	28	10	1	0	2	9	0	0	0		
9664	Trác B¤t Phàm	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	183	8	8	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2153	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_13	1200	2400	109	5786	166907	28507	3034	85522	2676036	1	28	10	1	0	2	9	0	0	0		
9665	B¤t Bình ÐÕo Nhân	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	183	8	8	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2154	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_15	1200	2400	109	5786	3034	85522	166907	28507	2676036	1	28	10	1	0	2	9	0	0	0		
9666	Lý Thu ThuÖ	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	86	86	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2155	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	28	10	0	0	2	9	0	0	0		
9667	Nh§m Bình Sinh	1	75	200000	0	10	0	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1101	51	51	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2178	1	1	-1	100	100	set:CommonNPCHeader14 image:CommonNPCHeader14_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	28	10	0	0	2	8	0	0	0		
9668	Cáp ÐÕi Bá	1	75	200000	0	10	3	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	43	86	2000	400	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2150	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_16	1200	2400	109	405087	910404	14253	15173	35634	1986336	1	28	10	1	0	2	9	0	0	0		
9669	Tang Th± Công	1	75	200000	0	10	3	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	86	43	3500	800	0	0	60	0	0	60	0	0	60	0	3600	60	0	-1	-1	2151	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_18	1200	2400	109	405087	121387	14253	30346	21380	1186284	1	28	10	1	0	2	9	0	0	0		
9670	Ô Lão ÐÕi	1	75	200000	0	10	3	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	86	43	3500	800	0	0	60	0	0	60	0	0	60	0	3600	60	0	-1	-1	2152	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_14	1200	2400	109	405087	121387	14253	3034	21380	2979504	1	28	10	1	0	2	9	0	0	0		
9671	Ô Lão ÐÕi	1	75	200000	0	10	3	-1	9	40	3	0.1	-1	1	30000	80000	30000	80000	1150000	500000	0	0	11000	1836	86	43	3500	800	0	0	60	0	0	60	0	0	60	0	3600	60	0	-1	-1	2152	1	1	-1	100	100	set:FightNPCHeader9 image:FightNPCHeader9_14	1200	2400	109	405087	121387	14253	3034	21380	2979504	1	28	10	1	0	2	9	0	0	0		
9672	Phù Mçn Nghi	1	75	2088	0	10	3	-1	9	40	3	0.1	-1	1	3295	1474	3295	1474	22824	3566	0	0	2058	217	10	10	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	220	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	8	10	0	0	2	2	0	0	0
10000	Ngäi Ni Ngoã Nhî	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2099	1	1	-1	100	100	set:CommonNPCHeader13 image:CommonNPCHeader13_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10001	Trình Giäo Thiªt	1	42	496	0	10	3	-1	8	20	1	0.1	1	0	1177	553	1177	553	6422	1338	0	0	515	81	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	9	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_7	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10002	An Thác Ao	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2099	1	1	-1	100	100	set:CommonNPCHeader13 image:CommonNPCHeader13_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10003	Ð°ng Kim ChuÏ	1	42	496	0	10	3	-1	8	20	1	0.1	1	0	1177	553	1177	553	6422	1338	0	0	515	81	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	88	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10004	MÕc Hoa Nhî Tri®t	1	50	648	0	10	3	-1	8	20	1	0.1	1	0	1469	657	1469	657	8480	1590	0	0	714	97	5	5	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2098	1	1	-1	100	100	set:CommonNPCHeader13 image:CommonNPCHeader13_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10005	Khang Tß Thän Ðinh	1	40	475	0	10	3	-1	8	20	1	0.1	1	0	1122	527	1122	527	6120	1275	0	0	491	78	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2100	1	1	-1	100	100	set:CommonNPCHeader13 image:CommonNPCHeader13_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10006	H¥u bàn Ðàm	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	107	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
10007	H¥u bàn T¯ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	107	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	16	10	0	0	2	1	0	0	0
