INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1039110	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_26}%i#{YN_lootitem_27}	 #{YN_lootitem_79}%i#{YN_lootitem_80}%R#{YN_lootitem_81}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		1	162	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039111	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_26}%i#{YN_lootitem_27}	 #{YN_lootitem_79}%i#{YN_lootitem_80}%R#{YN_lootitem_81}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		1	163	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039112	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_26}%i#{YN_lootitem_27}	 #{YN_lootitem_79}%i#{YN_lootitem_80}%R#{YN_lootitem_81}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		1	164	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039113	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_26}%i#{YN_lootitem_27}	 #{YN_lootitem_79}%i#{YN_lootitem_80}%R#{YN_lootitem_81}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		1	165	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039114	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_26}%i#{YN_lootitem_27}	 #{YN_lootitem_79}%i#{YN_lootitem_80}%R#{YN_lootitem_81}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		1	166	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039115	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_28}%i#{YN_lootitem_29}	 #{YN_lootitem_82}%i#{YN_lootitem_83}%R#{YN_lootitem_84}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		2	1	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039116	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_28}%i#{YN_lootitem_29}	 #{YN_lootitem_82}%i#{YN_lootitem_83}%R#{YN_lootitem_84}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		2	2	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039117	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_28}%i#{YN_lootitem_29}	 #{YN_lootitem_82}%i#{YN_lootitem_83}%R#{YN_lootitem_84}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		2	3	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039118	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_28}%i#{YN_lootitem_29}	 #{YN_lootitem_82}%i#{YN_lootitem_83}%R#{YN_lootitem_84}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		2	4	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039119	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{YN_lootitem_28}%i#{YN_lootitem_29}	 #{YN_lootitem_82}%i#{YN_lootitem_83}%R#{YN_lootitem_84}	    %R tìm ðßþc v§t ph¦m mà A Châu ðang c¥n chßa?	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1		2	5	100	1																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039120	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_532}	#{RW_20080321_540}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	30	-1	-1	-1	1	Long Tuy«n Báo	0	40004367	100	2																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039121	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_533}	#{RW_20080321_541}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	40	-1	-1	-1	1	H°ng Phong Tri Thù	0	40004368	100	3																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039122	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_534}	#{RW_20080321_542}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	50	-1	-1	-1	1	Tông Hùng	0	40004369	100	3																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039123	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_535}	#{RW_20080321_543}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	60	-1	-1	-1	1	Mông C± H¡c Phong	0	40004370	100	4																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039124	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_536}	#{RW_20080321_544}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	70	-1	-1	-1	1	BÕch Lang Vß½ng	0	40004371	100	4																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039125	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_537}	#{RW_20080321_545}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	80	-1	-1	-1	1	Nam Häi NgÕc Ngß	0	40004372	100	6																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039126	101	10	0	1	0	1	108	140	Nhi®m vø A Châu	#{RW_20080321_538}	#{RW_20080321_546}	#{RW_20080321_548}	#{RW_20080321_530}			0	5	Nguy­n Tinh Trúc	0	90	-1	-1	-1	1	Ðông B¡c H±	0	40004373	100	6																							96	1	#{YN_lootitem_114}	2	#{YN_lootitem_127}	91	900	#{YN_lootitem_138}																											
1039200	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{YN_lootitem_30}%i#{YN_lootitem_31}	#{YN_lootitem_85}%i#{YN_lootitem_86}	#{RW_20080321_565}	#{RW_20080321_566}			0	1	Vß½ng phu nhân	0	30	-1	-1	-1	1		2	31	100	1																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039201	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{YN_lootitem_30}%i#{YN_lootitem_31}	#{YN_lootitem_85}%i#{YN_lootitem_86}	#{RW_20080321_565}	#{RW_20080321_566}			0	1	Vß½ng phu nhân	0	30	-1	-1	-1	1		2	32	100	1																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039202	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{YN_lootitem_30}%i#{YN_lootitem_31}	#{YN_lootitem_85}%i#{YN_lootitem_86}	#{RW_20080321_565}	#{RW_20080321_566}			0	1	Vß½ng phu nhân	0	30	-1	-1	-1	1		2	33	100	1																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039203	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{YN_lootitem_30}%i#{YN_lootitem_31}	#{YN_lootitem_85}%i#{YN_lootitem_86}	#{RW_20080321_565}	#{RW_20080321_566}			0	1	Vß½ng phu nhân	0	30	-1	-1	-1	1		2	34	100	1																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039204	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{YN_lootitem_30}%i#{YN_lootitem_31}	#{YN_lootitem_85}%i#{YN_lootitem_86}	#{RW_20080321_565}	#{RW_20080321_566}			0	1	Vß½ng phu nhân	0	30	-1	-1	-1	1		2	35	100	1																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039205	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_550}	#{RW_20080321_558}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	30	-1	-1	-1	1	T¥n Gia TrÕi Thân Binh	0	40004381	100	2																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039206	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_551}	#{RW_20080321_559}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	40	-1	-1	-1	1	Lang Tµc Ð¥u Nhân	0	40004382	100	3																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039207	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_552}	#{RW_20080321_560}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	50	-1	-1	-1	1	S½n Vi®t Ðao Khách	0	40004383	100	3																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039208	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_553}	#{RW_20080321_561}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	60	-1	-1	-1	1	Loan Ðao Mã Phï	0	40004384	100	4																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039209	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_554}	#{RW_20080321_562}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	70	-1	-1	-1	1	Long Huyªt ThÕch Nhân	0	40004385	100	4																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039210	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_555}	#{RW_20080321_563}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	80	-1	-1	-1	1	Nam Häi Häi ÐÕo	0	40004386	100	6																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039211	101	10	0	1	0	1	94	177	Nhi®m vø Vß½ng Ngæ Yên	#{RW_20080321_556}	#{RW_20080321_564}	#{RW_20080321_548}	#{RW_20080321_567}			0	1	Vß½ng phu nhân	0	90	-1	-1	-1	1	Tuyªt S½n Li®p Nhân	0	40004387	100	6																							98	1	#{YN_lootitem_115}	2	#{YN_lootitem_128}	91	900	#{YN_lootitem_138}																											
1039250	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{YN_lootitem_32}%i#{YN_lootitem_33}	#{YN_lootitem_87}%i#{YN_lootitem_88}	#{RW_20080321_580}	#{RW_20080321_566}			0	0	A TØ	0	50	-1	-1	-1	1		2	41	100	1																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039251	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{YN_lootitem_32}%i#{YN_lootitem_33}	#{YN_lootitem_87}%i#{YN_lootitem_88}	#{RW_20080321_580}	#{RW_20080321_566}			0	0	A TØ	0	50	-1	-1	-1	1		2	42	100	1																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039252	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{YN_lootitem_32}%i#{YN_lootitem_33}	#{YN_lootitem_87}%i#{YN_lootitem_88}	#{RW_20080321_580}	#{RW_20080321_566}			0	0	A TØ	0	50	-1	-1	-1	1		2	43	100	1																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039253	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{YN_lootitem_32}%i#{YN_lootitem_33}	#{YN_lootitem_87}%i#{YN_lootitem_88}	#{RW_20080321_580}	#{RW_20080321_566}			0	0	A TØ	0	50	-1	-1	-1	1		2	44	100	1																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039254	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{YN_lootitem_32}%i#{YN_lootitem_33}	#{YN_lootitem_87}%i#{YN_lootitem_88}	#{RW_20080321_580}	#{RW_20080321_566}			0	0	A TØ	0	50	-1	-1	-1	1		2	45	100	1																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039255	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{RW_20080321_569}	#{RW_20080321_575}	#{RW_20080321_548}				0	0	A TØ	0	50	-1	-1	-1	1	S½n Vi®t Chiªn Sî	0	40004397	100	3																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039256	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{RW_20080321_570}	#{RW_20080321_576}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	A TØ	0	60	-1	-1	-1	1	Ðä Thäo C¯c T¯ng Binh	0	40004397	100	4																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039257	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{RW_20080321_571}	#{RW_20080321_577}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	A TØ	0	70	-1	-1	-1	1	ÐÕi Y¬n Sß	0	40004397	100	4																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039258	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{RW_20080321_572}	#{RW_20080321_578}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	A TØ	0	80	-1	-1	-1	1	NgÕc Ngß Bang T£c Ð°	0	40004397	100	6																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039259	101	10	0	1	0	1	59	83	Nhi®m vø A TØ	#{RW_20080321_573}	#{RW_20080321_579}	#{RW_20080321_548}	#{RW_20080321_581}			0	0	A TØ	0	90	-1	-1	-1	1	Ách Tu La	0	40004397	100	6																							100	1	#{YN_lootitem_116}	2	#{YN_lootitem_129}	91	900	#{YN_lootitem_138}																											
1039300	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{YN_lootitem_34}%i#{YN_lootitem_35}	#{YN_lootitem_89}%i#{YN_lootitem_90}	#{RW_20080321_596}	#{RW_20080321_598}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1		2	46	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039301	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{YN_lootitem_34}%i#{YN_lootitem_35}	#{YN_lootitem_89}%i#{YN_lootitem_90}	#{RW_20080321_596}	#{RW_20080321_598}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1		2	47	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039302	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{YN_lootitem_34}%i#{YN_lootitem_35}	#{YN_lootitem_89}%i#{YN_lootitem_90}	#{RW_20080321_596}	#{RW_20080321_598}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1		2	48	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039303	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{YN_lootitem_34}%i#{YN_lootitem_35}	#{YN_lootitem_89}%i#{YN_lootitem_90}	#{RW_20080321_596}	#{RW_20080321_598}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1		2	49	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039304	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{YN_lootitem_34}%i#{YN_lootitem_35}	#{YN_lootitem_89}%i#{YN_lootitem_90}	#{RW_20080321_596}	#{RW_20080321_598}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1		2	50	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039305	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_583}	#{RW_20080321_588}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1	Tùng Lâm Dã Nhân	0	40004404	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039306	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_584}	#{RW_20080321_589}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	70	-1	-1	-1	1	H¡c Y Mã Phï	0	40004404	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039307	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_585}	#{RW_20080321_590}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	80	-1	-1	-1	1	Ð¢ng Giáp T£c	0	40004404	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039308	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_586}	#{RW_20080321_591}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	90	-1	-1	-1	1	Vînh DÕ Tu La	0	40004404	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039309	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_583}	#{RW_20080321_592}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	60	-1	-1	-1	1	Tùng Lâm Dã Nhân	0	40004405	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039310	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_584}	#{RW_20080321_593}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	70	-1	-1	-1	1	H¡c Y Mã Phï	0	40004406	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039311	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_585}	#{RW_20080321_594}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	80	-1	-1	-1	1	Ð¢ng Giáp T£c	0	40004407	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039312	101	10	0	1	0	1	129	76	Nhi®m vø Mµ Dung Phøc	#{RW_20080321_586}	#{RW_20080321_595}	#{RW_20080321_597}	#{RW_20080321_599}			0	1	Mµ Dung Phøc	0	90	-1	-1	-1	1	Vînh DÕ Tu La	0	40004408	100	1																							101	1	#{YN_lootitem_117}	2	#{YN_lootitem_130}	91	900	#{YN_lootitem_138}																											
1039350	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{YN_lootitem_36}%i#{YN_lootitem_37}	#{YN_lootitem_91}%i#{YN_lootitem_92}	#{RW_20080321_608}	#{RW_20080321_610}			0	0	Hách Liên Thiªt Thø	0	70	-1	-1	-1	1		2	61	100	1																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039351	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{YN_lootitem_36}%i#{YN_lootitem_37}	#{YN_lootitem_91}%i#{YN_lootitem_92}	#{RW_20080321_608}	#{RW_20080321_610}			0	0	Hách Liên Thiªt Thø	0	70	-1	-1	-1	1		2	62	100	1																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039352	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{YN_lootitem_36}%i#{YN_lootitem_37}	#{YN_lootitem_91}%i#{YN_lootitem_92}	#{RW_20080321_608}	#{RW_20080321_610}			0	0	Hách Liên Thiªt Thø	0	70	-1	-1	-1	1		2	63	100	1																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039353	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{YN_lootitem_36}%i#{YN_lootitem_37}	#{YN_lootitem_91}%i#{YN_lootitem_92}	#{RW_20080321_608}	#{RW_20080321_610}			0	0	Hách Liên Thiªt Thø	0	70	-1	-1	-1	1		2	64	100	1																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039354	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{YN_lootitem_36}%i#{YN_lootitem_37}	#{YN_lootitem_91}%i#{YN_lootitem_92}	#{RW_20080321_608}	#{RW_20080321_610}			0	0	Hách Liên Thiªt Thø	0	70	-1	-1	-1	1		2	65	100	1																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039355	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{RW_20080321_601}	#{YN_lootitem_93}%R#{YN_lootitem_94}	#{RW_20080321_609}	#{RW_20080321_611}			0	0	Hách Liên Thiªt Thø	0	70	-1	-1	-1	1	H¡c Y Mã Phï	0	40004410	100	4																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039356	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{RW_20080321_602}	#{YN_lootitem_95}%R#{YN_lootitem_94}	#{RW_20080321_609}	#{RW_20080321_611}			0	0	Hách Liên Thiªt Thø	0	80	-1	-1	-1	1	Ð¢ng Giáp T£c	0	40004411	100	6																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039357	101	10	0	1	0	1	113	63	Nhi®m vø Ngân Xuyên Công Chúa	#{RW_20080321_603}	#{YN_lootitem_96}%R#{YN_lootitem_94}	#{RW_20080321_609}	#{RW_20080321_611}			0	0	Hách Liên Thiªt Thø	0	90	-1	-1	-1	1	Vînh DÕ Tu La	0	40004412	100	6																							104	1	#{YN_lootitem_118}	2	#{YN_lootitem_131}	91	900	#{YN_lootitem_138}																											
1039400	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{YN_lootitem_38}%i#{YN_lootitem_39}	#{YN_lootitem_97}%R#{YN_lootitem_98}%i#{YN_lootitem_99}	#{RW_20080321_630}	#{RW_20080321_632}			0	2	Ðoàn Diên Khánh	0	20	-1	-1	-1	1		2	16	100	1																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039401	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{YN_lootitem_38}%i#{YN_lootitem_39}	#{YN_lootitem_97}%R#{YN_lootitem_98}%i#{YN_lootitem_99}	#{RW_20080321_630}	#{RW_20080321_632}			0	2	Ðoàn Diên Khánh	0	20	-1	-1	-1	1		2	17	100	1																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039402	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{YN_lootitem_38}%i#{YN_lootitem_39}	#{YN_lootitem_97}%R#{YN_lootitem_98}%i#{YN_lootitem_99}	#{RW_20080321_630}	#{RW_20080321_632}			0	2	Ðoàn Diên Khánh	0	20	-1	-1	-1	1		2	18	100	1																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039403	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{YN_lootitem_38}%i#{YN_lootitem_39}	#{YN_lootitem_97}%R#{YN_lootitem_98}%i#{YN_lootitem_99}	#{RW_20080321_630}	#{RW_20080321_632}			0	2	Ðoàn Diên Khánh	0	20	-1	-1	-1	1		2	19	100	1																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
1039404	101	10	0	1	0	1	215	284	Nhi®m vø Ðoàn Diên Khánh	#{YN_lootitem_38}%i#{YN_lootitem_39}	#{YN_lootitem_97}%R#{YN_lootitem_98}%i#{YN_lootitem_99}	#{RW_20080321_630}	#{RW_20080321_632}			0	2	Ðoàn Diên Khánh	0	20	-1	-1	-1	1		2	20	100	1																							94	1	#{YN_lootitem_119}	2	#{YN_lootitem_132}	91	900	#{YN_lootitem_138}																											
