INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
382	382	1000	PetSkill2_5				npc_all_fushen		ÉíÌåÊÜ»÷µã	0	0	1	0	1	ÉíÌåÊÜ»÷µã	Phø thân: Thú nuôi phø thân v¾i ğ¸ch, hai bên ğ«u không th¬ hoÕt ğµng
383	382	1000	PetSkill2_6				npc_all_fushen		ÉíÌåÊÜ»÷µã	0	0	1	0	1	ÉíÌåÊÜ»÷µã	Phø thân c¤p ğµ cao: Thú nuôi áp sát ğ¸ch, hai bên ğ«u không th¬ cØ ğµng
384	384	1000	PetSkill1_1	cw_fanji		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Phän công: xác su¤t nh¤t ğ¸nh phän công ğ¸ch khi b¸ t¤n công
385	384	1000	PetSkill1_2	cw_fanji		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Phän công ğµ c¤p cao: xác su¤t nh¤t ğ¸nh phän công ğ¸ch khi b¸ t¤n công
386	386	1000	PetSkill5_15	cw_xixue		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Hút máu: xác su¤t nh¤t ğ¸nh l¤y sinh mÕng cüa ğ¸ch khi t¤n công
387	386	1000	PetSkill5_16	cw_xixue		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Hút máu c¤p ğµ cao: xác su¤t nh¤t ğ¸nh l¤y sinh mÕng cüa ğ¸ch khi t¤n công
388	388	1000	PetSkill1_13	cw_fanzhen		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Phän ch¤n: xác su¤t nh¤t ğ¸nh phän h°i sát thß½ng khi ğªn g¥n
389	388	1000	PetSkill1_14	cw_fanzhen		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Phän ch¤n c¤p ğµ cao: xác su¤t nh¤t ğ¸nh phän h°i sát thß½ng khi ğªn g¥n
390	390	1000	PetSkill4_9	cw_lingdong		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Di chuy¬n linh hoÕt: xác su¤t nh¤t ğ¸nh làm giäm thi¬u sát thß½ng
391	390	1000	PetSkill4_10	cw_lingdong		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Di chuy¬n linh hoÕt c¤p ğµ cao: xác su¤t nh¤t ğ¸nh làm giäm thi¬u sát thß½ng
392	392	1000	PetSkill2_7	cw_ximo		ÉíÌåÊÜ»÷µã				0	0	0	0	0		H¤p khí: khi công kích có c½ hµi hút khí cüa kë ğ¸ch
393	392	1000	PetSkill2_8	cw_ximo		ÉíÌåÊÜ»÷µã				0	0	0	0	0		H¤p khí cao c¤p: khi công kích có c½ hµi hút khí cüa kë ğ¸ch
394	394	1000	PetSkill4_5	cw_danu		½ÅÏÂ¹âÈ¦µã				0	0	0	0	0		N±i gi§n: xác xu¤t nh¤t ğ¸nh tiêu hao nµ khí cüa ğ¸ch khi t¤n công
395	394	1000	PetSkill4_6	cw_danu		½ÅÏÂ¹âÈ¦µã				0	0	0	0	0		N±i gi§n c¤p ğµ cao: xác xu¤t nh¤t ğ¸nh tiêu hao nµ khí cüa ğ¸ch khi t¤n công
396	396	1000	PetSkill5_1	cw_zhongxin		Í·¶¥×´Ì¬µã				0	0	0	0	0		Trung thành: có xác su¤t nh¤t ğ¸nh thay chü nhân ğánh ch£n t¤n công sát thß½ng
397	396	1000	PetSkill5_2	cw_zhongxin		Í·¶¥×´Ì¬µã				0	0	0	0	0		Trung thành c¤p ğµ cao: có xác su¤t nh¤t ğ¸nh thay chü nhân ğánh ch£n t¤n công sát thß½ng
398	398	1000	PetSkill5_3	cw_lingqi		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Nµi lñc: có xác su¤t nh¤t ğ¸nh thay chü nhân ğánh ch£n änh hß·ng x¤u
399	398	1000	PetSkill5_4	cw_lingqi		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Nµi lñc c¤p ğµ cao: có xác su¤t nh¤t ğ¸nh thay chü nhân ğánh ch£n änh hß·ng x¤u
400	400	1000	PetSkill5_7	cw_shipo		Í·¶¥×´Ì¬µã				0	0	0	0	0		ThÑc phá: Tång cß¶ng khä nång dò xét tàng hình
401	400	1000	PetSkill5_8	cw_shipo		Í·¶¥×´Ì¬µã				0	0	0	0	0		ThÑc phá c¤p ğµ cao: Tång cß¶ng khä nång dò xét tàng hình
402	402	1000	PetSkill3_13	cw_jieli		Í·¶¥×´Ì¬µã				0	0	0	0	0		Mßşn sÑc: Tång cß¶ng cß¶ng lñc cüa chü nhân
403	402	1000	PetSkill3_14	cw_jieli		Í·¶¥×´Ì¬µã				0	0	0	0	0		Mßşn sÑc c¤p ğµ cao: Tång cß¶ng cß¶ng lñc cüa chü nhân
404	404	1000	PetSkill1_5	cw_yihun		Í·¶¥×´Ì¬µã				0	0	0	0	0		Di h°n: Tång cß¶ng trí lñc cüa chü nhân
405	404	1000	PetSkill1_6	cw_yihun		Í·¶¥×´Ì¬µã				0	0	0	0	0		Di h°n c¤p cao: Tång cß¶ng trí lñc cüa chü nhân
406	406	1000	PetSkill3_15	cw_jiasu		Í·¶¥×´Ì¬µã				0	0	0	0	0		Thu¤n änh: Tång cß¶ng thân pháp cüa chü nhân
407	406	1000	PetSkill3_16	cw_jiasu		Í·¶¥×´Ì¬µã				0	0	0	0	0		Thu¤n änh c¤p ğµ cao: Tång cß¶ng thân pháp cüa chü nhân
408	408	1000	PetSkill1_3	cw_qiangshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Cß¶ng thân: Tång cß¶ng th¬ lñc cüa chü nhân
409	408	1000	PetSkill1_4	cw_qiangshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Cß¶ng thân c¤p ğµ cao: Tång cß¶ng th¬ lñc cüa chü nhân
410	410	1000	PetSkill3_1	cw_ningshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Chåm chú: Tång cß¶ng nµi lñc cüa chü nhân
411	410	1000	PetSkill3_2	cw_ningshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Chåm chú c¤p ğµ cao: Tång cß¶ng nµi lñc cüa chü nhân
412	37	1000	PetSkill6_5	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	1	1	0	0		Suy yªu: Giäm khä nång nµi công và ngoÕi công cüa møc tiêu
413	37	1000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	1	1	0	0		Suy yªu c¤p ğµ cao: Giäm khä nång nµi công và ngoÕi công cüa møc tiêu
414	25	1000	PetSkill6_7	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	1	1	0	0		S½ h·: Giäm khä nång phòng thü cüa møc tiêu
415	25	1000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	1	1	0	0		S½ h· c¤p ğµ cao: Giäm khä nång phòng thü cüa møc tiêu
416	23	1000	PetSkill6_15	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	1	1	0	0		V¤p ngã: Giäm t¯c ğµ di chuy¬n cüa møc tiêu
417	23	1000	PetSkill6_16	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	1	1	0	0		V¤p ngã c¤p ğµ cao: Giäm t¯c ğµ di chuy¬n cüa møc tiêu
418	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 10 ği¬m
419	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 15 ği¬m
420	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 20 ği¬m
421	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 25 ği¬m
422	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 30 ği¬m
423	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 35 ği¬m
424	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 40 ği¬m
425	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 45 ği¬m
426	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #rGia tång Cß¶ng lñc, Nµi lñc cµng 50 ği¬m
427	427	1000	FightSkillShaoLin2_7							0	1	0	1	0		Ğäo chuy¬n càn khôn: Tång sát thß½ng cüa các kÛ nång
428	427	1000	FightSkillMingJiao1_7							0	1	0	1	0		CØ hoä thiêu thiên: Tång sát thß½ng cüa các kÛ nång
429	427	1000	FightSkillGaiBang_7							0	1	0	1	0		BÕt thäo t¥m xà: Tång sát thß½ng cüa các kÛ nång
430	427	1000	FightSkillWuDang2_7							0	1	0	1	0		Không minh thÑc: Tång sát thß½ng cüa các kÛ nång
431	427	1000	FightSkillEMei2_9							0	1	0	1	0		CØu âm ğµc long công: Tång sát thß½ng cüa các kÛ nång
432	427	1000	FightSkillXinXiu2_7							0	1	0	1	0		Hoá huyªt th¥n ğµc: Tång sát thß½ng cüa các kÛ nång
433	427	8500	FightSkillDaLi1_7							0	1	0	1	0		Thß½ng dß½ng kiªm: Tång sát thß½ng cüa các kÛ nång
434	427	1000	FightSkillTianShan1_7							0	1	0	1	0		Thiên ğ¸a minh di®t: Tång sát thß½ng cüa các kÛ nång
435	427	1000	FightSkillXiaoYao1_7							0	1	0	1	0		Ğiên ğµng thß½ng minh: Tång sát thß½ng cüa các kÛ nång
436	436	1000	CommonNPCHeader8_23							1	1	0	1	0		Mµc Uy¬n Thanh võ h÷c tâm ğ¡c: kiên cß¶ng #rTång ngoÕi thü
437	436	1000	CommonNPCHeader8_10							1	1	0	1	0		Chung Linh võ h÷c tâm ğ¡c: trí lñc #rTång trí lñc
438	436	1000	CommonNPCHeader8_4							1	1	0	1	0		Ğoàn Diên Khánh võ h÷c tâm ğ¡c: th¬ ch¤t #rTång cß¶ng th¬ lñc
439	436	1000	CommonNPCHeader4_22							1	1	0	1	0		Ğoàn Dñ võ h÷c tâm ğ¡c: né tránh #rTång khä nång né tránh
440	436	1000	CommonNPCHeader3_2							1	1	0	1	0		A Châu võ h÷c tâm ğ¡c: hoä di®m #rTång hoä công
441	436	1000	CommonNPCHeader8_18							1	1	0	1	0		A Bích võ h÷c tâm ğ¡c: quên lãng #rTång nµi thü
442	436	1000	CommonNPCHeader4_25							1	1	0	1	0		Vß½ng Ngæ Yên võ h÷c tâm ğ¡c: trí tu® #rTång nµi lñc
443	436	1000	CommonNPCHeader4_23							1	1	0	1	0		Tiêu Phong võ h÷c tâm ğ¡c: cß¶ng lñc #rTång cß¶ng lñc
444	436	1000	CommonNPCHeader3_3							1	1	0	1	0		A TØ võ h÷c tâm ğ¡c: k¸ch ğµc#r tång cß¶ng ğµc công
445	436	1000	CommonNPCHeader3_1							1	1	0	1	0		Mµ Dung Phøc võ h÷c tâm ğ¡c: thân pháp #rTång cß¶ng thân pháp
446	436	1000	CommonNPCHeader4_24							1	1	0	1	0		Hß Trúc võ h÷c tâm ğ¡c: ği¬m yªu #rTång hµi công
447	436	1000	CommonNPCHeader11_1							1	1	0	1	0		Cßu Ma Trí võ h÷c tâm ğ¡c: Huy«n di®u #rTång huy«n công
448	436	1000	CommonNPCHeader8_12							1	1	0	1	0		Công chúa Ngân Xuyên võ h÷c tâm ğ¡c: hàn bång #rTång bång công
449	449	1000	Chrismas2_15				g01_buff_ĞÒ¸£Ñ©Çò		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		HÕnh Phúc Tuyªt C¥u: tång 30 ği¬m th¬ lñc
450	450	1000	MakeMaterial8_16							0	0	0	0	0		Giáng Sinh Vui Vë
451	451	1000	Choujiang_13							0	0	0	0	0		Khoái HoÕt tTam: không th¬ tham gia rút thåm trúng thß·ng hÕnh v§n khoái hoÕt tam, th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 5 ği¬m
452	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #r gia tång 55 ği¬m ngoÕi công, nµi công
453	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #r gia tång 60 ği¬m ngoÕi công, nµi công
454	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #r gia tång 65 ği¬m ngoÕi công, nµi công
455	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #r gia tång 70 ği¬m ngoÕi công, nµi công
456	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #r gia tång 75 ği¬m ngoÕi công, nµi công
457	418	1000	PetSkill2_3							0	1	0	1	0		Quan h® bang phái #r gia tång 80 ği¬m ngoÕi công, nµi công
458	458	1000	Buff6_12				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		ĞoÕt Bäo Sß Ğ° Luy®n: cµng 30 ği¬m thuµc tính höa công
459	458	1000	Buff6_12				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		ĞoÕt Bäo Sß Ğ° Luy®n: cµng 30 ği¬m thuµc tính bång công
460	458	1000	Buff6_12				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		ĞoÕt Bäo Sß Ğ° Luy®n: cµng 30 ği¬m thuµc tính huy«n công
461	458	1000	Buff6_12				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		ĞoÕt Bäo Sß Ğ° Luy®n: cµng 30 ği¬m thuµc tính ğµc công
462	462	7900	Ring2_15				buff_ÖØÂ¥ÍûÔÂ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng lâu v÷ng nguy®t: lúc t¤n công có 2% tÖ l® ğoÕt h°n cüa ğ¯i phß½ng, khiªn b¸ phong huy®t, kéo dài 15 giây, phong huy®t không th¬ giäi tr×.
463	463	7900	Amulet3_5				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng lâu ngh¸ch thiên: lúc t¤n công có 2% tÖ l® ğoÕt h°n cüa ğ¯i phß½ng, khiªn b¸ ma tı, kéo dài 15 giây, ma tı không th¬ giäi tr×.
464	464	9000	Buff0_9	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Phong huy®t: Không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
465	465	9000	Buff6_13				g01_buffÂé±Ô		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Ma tí: Không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
466	458	1000	Buff6_12				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		ĞoÕt Bäo Sß Ğ° Luy®n: tång 30 ği¬m th¬ lñc
467	459	1000	PetSkill7_4							0	0	0	0	0		Bång H°n: cµng 50 ği¬m thuµc tính kháng bång
468	460	1000	PetSkill7_6							0	0	0	0	0		Hoä H°n: cµng 50 ği¬m thuµc tính kháng höa
469	461	1000	PetSkill7_5							0	0	0	0	0		Ğµc H°n: cµng 50 ği¬m thuµc tính kháng ğµc
470	462	1000	PetSkill7_3							0	0	0	0	0		Huy«n H°n: cµng 50 ği¬m kháng huy«n
471	463	1000	Buff6_12				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Sß Ğ° Tâm Liên Tâm: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 10 ği¬m
472	472	1000	CircularTaskTool3_11	all_em_bj00000		ÉíÌåÊÜ»÷µã	g01_ÊÕ¼¯Ç©Ãû		ÉíÌåÊÜ»÷µã	0	0	1	0	1	×óÎäÆ÷°ó¶¨µã	S± kı tên: thu th§p chæ kı cüa häo hæu
473	473	1000	Buff1_7							0	0	0	1	0		Man lñc: tång cß¶ng công kích
474	474	1000	FightSkillXiaoYao_8							0	0	0	1	0		Höa Nhãn Kim Tinh: tång cß¶ng trí lñc
475	475	7000	Gem9_3_1							0	0	0	1	0		H± Nhãn ThÕch tinh hoa: tång sát thß½ng ngoÕi công
476	476	7000	Gem9_3_8							0	0	0	1	0		Miêu Nhãn ThÕch tinh hoa: tång sát thß½ng nµi cung
477	477	7000	Gem9_3_2							0	0	0	1	0		TØ Ng÷c tinh hoa: tång chính xác
478	478	7000	Gem9_3_7							0	0	0	1	0		T± Mçu Løc tinh hoa: tång né tránh
479	479	7000	Gem9_3_4							0	0	0	1	0		Lam Tinh ThÕch tinh hoa: tång sát thß½ng bång công
480	480	7000	Gem9_3_5							0	0	0	1	0		H°ng Tinh ThÕch tinh hoa: tång sát thß½ng höa công
481	481	7000	Gem9_3_3							0	0	0	1	0		Hoàng Tinh ThÕch tinh hoa: tång sát thß½ng huy«n công
482	482	7000	Gem9_3_6							0	0	0	1	0		Løc Tinh ThÕch tinh hoa: tång sát thß½ng ğµc công
483	483	7000	Gem1_2_16							0	0	0	1	0		H°ng Bäo ThÕch tinh hoa: tång gi¾i hÕn th¬ lñc
484	484	7000	Gem3_2_16							0	0	0	1	0		Huyªt Tinh ThÕch tinh hoa: tång gi¾i hÕn máu
485	474	1000	Buff1_4							0	1	1	0	0		Hß Nhßşc: giäm công kích nµi ngoÕi công
486	475	1000	Buff1_11							0	0	0	1	0		Cß¶ng Hóa: tång cß¶ng công kích nµi ngoÕi công
487	481	1000	Ride2_3							0	0	0	1	0		Giäi Huy®t: giäi tr× trÕng thái phong huy®t cüa phe mình
488	482	1000	Buff1_4							0	0	0	1	0		Giäm T¯c: giäm t¯c ğµ di chuy¬n cüa phe ğ¸ch
489	483	7500	Buff1_5							0	0	0	1	0		Mi­n D¸ch Phong Huy®t
490	484	1000	Buff1_6							0	0	0	1	0		Tång: 10% gi¾i hÕn huyªt
491	485	1000	Buff1_7							0	0	0	1	0		Tång: 10% gi¾i hÕn khí
492	486	1000	Buff1_8							0	0	0	1	0		Tång: 15% ngoÕi công
493	487	1000	Buff1_9							0	0	0	1	0		Tång: 15% nµi công
494	488	1000	Buff1_10							0	0	0	1	0		Tång: 15% ngoÕi thü
495	495	1000	Buff10_3							0	0	0	1	0		Sßu Bäo Chuyên Gia: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 30 ği¬m
496	496	1000	Banner_3							0	0	0	1	0		KÏ thü siêu c¤p: tång 20% ngoÕi thü c½ bän và nµi thü c½ bän
497	497	1000	Buff5_6							0	0	0	1	0		Liên Träm Cu°ng Khách: tång 20% ngoÕi công c½ bän và nµi công c½ bän
498	498	1000	Buff10_4							0	0	0	1	0		Tri nhøc h§u dûng
499	499	8600	Buff10_2				b_½ªÌ«¹«µöÓã01		Í·¶¥×´Ì¬µã	0	0	0	1	0		Khß½ng Thái Công câu cá: vô ğ¸ch, khi di chuy¬n hay sau khi sØ døng kÛ nång thì bäo hµ s¨ biªn m¤t.
500	99	1400	Ride2_3							0	0	0	1	0		Thú cßŞi: Tuyªt Khiêu
501	99	1400	Ride2_4							0	0	0	1	0		KÜ thu§t: TØ Ği®n
502	99	1400	Ride2_16							0	0	0	1	0		Thú CßŞi: Minh Vû
503	99	1400	RideHeader2_8							0	0	0	1	0		Thú cßŞi: Hùng Nhß İ
504	99	1400	Ride2_6							0	0	0	1	0		Thú cßŞi: Niên Thú
505	99	1400	Ride2_7							0	0	0	1	0		Thú cßŞi: Hoa Xa
506	99	1400	Ride2_8							0	0	0	1	0		Thú cßŞi: Toàn Chuy¬n Mµc Mã
507	507	1000	FightSkillWuDang2_8				g01_wd_ÌÚÔÆ¼İÎíbuff01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tiên Phong ĞÕo C¯t: nµi thü tång mÕnh trong th¶i gian ng¡n
508	13	1000	FightSkillXinXiu2_8		Skills\Xx\Xx_ÎüĞÇÊÉÔÂ_»è.wav		g01_xx_ÎüĞÇÊÉÔÂ_zdo		ÉíÌåÖĞĞÄµã	0	1	1	0	0		Hàm Tiªu Bán Bµ Diên: tÕm th¶i b¸ phong huy®t
509	509	1000	FightSkillDaLi1_12				g01_dl_ĞÂÉÌÑô½£buff		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Thß½ng Dß½ng Kiªm: gây sát thß½ng liên tøc, b¸ giäi tr× khi di chuy¬n.
510	510	1000	FightSkillMingJiao1_8				g01_mj_·é»ğÁ¬³Ç_xinzd		ÉíÌåÊÜ»÷µã	0	0	1	0	1	×óÎäÆ÷°ó¶¨µã	Phong Höa Liên Thành: hoa m¡t, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc ğßşc
511	511	1000	FightSkillTianShan1_8		Skills\Common\ice_explode_1.wav		g01_ts_ÌìµØÃ÷Ãğ_zdo		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Thiên Ğ¸a Minh Di®t: bång phong, không th¬ di chuy¬n, không th¬ thao tác, trÕng thái vô ğ¸ch, không th¬ b¸ công kích
512	122	1000	FightSkillXinXiu2_8		Skills\Xx\Xx_ÎüĞÇÊÉÔÂ_»è.wav					0	1	1	0	0		Hàm Tiªu Bán Bµ Diên: phong huy®t, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc ğßşc
513	99	1400	RideHeader3_1							0	0	0	1	0		Thú cßŞi: BÕch Vân
514	99	1400	RideHeader3_2							0	0	0	1	0		Thú cßŞi: H¡c Th±
515	515	8500	FightSkillDaLi2_3				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÀ¶		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Bång Kình: 3 thuµc tính kháng ngoài Bång kháng b¸ giäm xu¯ng
516	515	8500	FightSkillDaLi2_2				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffºì		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Höa Kình: 3 thuµc tính kháng ngoài Höa kháng b¸ giäm xu¯ng
517	515	8500	FightSkillDaLi2_5				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buff»Æ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Huy«n Kình: 3 thuµc tính kháng ngoài Huy«n kháng b¸ giäm xu¯ng
518	515	8500	FightSkillDaLi2_4				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÂÌ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ğµc Kình: 3 thuµc tính kháng ngoài Ğµc kháng b¸ giäm xu¯ng
519	519	8500	FightSkillShaoLin2_8				g01_´Èº½ÆÕ¶È_buff01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		T× Hàng Ph± Ğµ: ğßşc ğ® tØ Thiªu Lâm bäo hµ. Giäm sát thß½ng nh§n ğßşc giäm, ğ°ng th¶i Thiªu Lâm s¨ chia mµt nØa sát thß½ng. Khi hi®u Ñng m¤t ği s¨ gây Ğ¸nh Thân cho 6 møc tiêu · xung quanh.
520	520	1000	FightSkillShaoLin2_8		Skills\Xx\Xx_ĞşÚ¤ÉñÕÆ.wav		g01_´Èº½ÆÕ¶È_buff±¬Õ¨01		ÉíÌåÖĞĞÄµã	0	0	0	0	0		T× Hàng Ph± Ğµ Bµc Phát: Gây Ğ¸nh Thân 6 giây cho t¯i ğa 6 møc tiêu · xung quanh.
523	523	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång cß¶ng lñc 26 ği¬m
524	524	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång nµi lñc 26 ği¬m
525	525	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång th¬ lñc 26 ği¬m
526	526	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång trí lñc 26 ği¬m
527	527	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång cß¶ng lñc, th¬ lñc m²i loÕi 26 ği¬m
528	528	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång nµi lñc, th¬ lñc m²i loÕi 26 ği¬m
529	529	1000	Buff10_15							0	0	0	1	0		Thanh Säng Tâm Tình: Tång cß¶ng lñc, nµi lñc, trí lñc, th¬ lñc m²i loÕi 26 ği¬m
530	530	1000	Buff10_16							0	0	0	1	0		Thanh Lß½ng Tuı İ: chuy¬n 400 ği¬m Chính Xác thành 1000 ği¬m Né Tránh
531	531	1000	Buff11_1							0	0	0	1	0		Th¥n Thanh Khí Säng: ngoÕi công c½ bän và nµi công c½ bän cüa nhân v§t +15%
532	532	9100	Buff1_16				boss_Â¬¿¡Òå_»ÆÉ«»ğÑæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Thiên Cang Hoàng Khí: Hoàng ĞÕo Chi Khí, giäm sát thß½ng nh§n ğßşc.
533	533	9100	Buff2_11				g01_dl_ÖĞ³å½£01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Cang Bá Khí: Bá ĞÕo Chi Khí, phän lÕi công kích.
534	534	9100	Buff0_10				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Thiên Nhân Ngû Suy: Suy BÕi Chi Khí, tång sát thß½ng nh§n ğßşc.
535	534	1000	Buff11_2				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Sát Khí Ôn D¸ch: Sát thß½ng nh§n ğßşc tång 20%. Ğ°ng ğµi và Trân Thú trong phÕm vi 5m xung quanh có th¬ nh§n ğßşc 2% sát thß½ng m²i 2 giây, ğ°ng th¶i b¸ nhi­m sát khí ôn d¸ch.
536	534	1000	Buff11_2				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Sát Khí Bµc Phát: tång mÕnh lñc t¤n công.
537	534	1000	Buff0_10				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Thiên Sát Cô Tinh: M®nh phÕm sát tinh, sinh m®nh không ng×ng m¤t ği.
538	534	1000	FightSkillShaoLin1_4				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tång t¯c ğµ
539	534	1000	FightSkillShaoLin2_4				g01_buff7		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Sinh Môn: M®nh môn cüa Di®t Thª Ğao Tr§n. Không phäi ch¸u sát thß½ng do Di®t Thª Ğao Tr§n gây ra.
540	534	1000	Buff0_15		Skills\Sl\Sl_½ğ¸Õ·üÄ§È¦_¶¨Éí.wav		g01_buff27		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Ğ¸nh Thân Phù: M²i 2 giây ch¸u 1 l¥n hi®u quä ğ¸nh thân.
541	534	1000	Buff0_9	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Phong Huy®t Phù: M²i 2 giây ch¸u 1 l¥n hi®u quä phong huy®t.
542	534	1000	Buff0_11				buff_hunmi_01		Í·¶¥×´Ì¬µã	0	0	0	1	0		Hôn Mê Phù: M²i 4 giây ch¸u 1 l¥n hi®u quä hôn mê.
543	534	1000	Buff2_11				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Cß¶ng hóa công kích
544	680	7500	PetSkill9_7							0	0	0	6	0		Mi­n d¸ch công kích thuµc tính Ğµc
