INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
19526	19526	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:57340 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31222	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19527	19527	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:58727 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31223	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19528	19528	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:60114 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31224	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19529	19529	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:60427 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31225	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19530	19530	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:61813 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31226	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19531	19531	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:63200 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31227	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19532	19532	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:64587 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31228	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19533	19533	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:65974 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31229	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19534	19534	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:67361 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31230	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19535	19535	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:68747 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31231	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19536	19536	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:70134 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31232	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19537	19537	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:71521 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31233	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19538	19538	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:72908 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31234	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19539	19539	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:74295 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31235	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19540	19540	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:75681 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31236	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19541	19541	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:77068 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31237	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19542	19542	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:78455 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31238	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19543	19543	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:79842 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31239	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19544	19544	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:81229 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 7721 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 7)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 7)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31141	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31240	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19545	19545	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:79825 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 10199 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 8)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 8)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31142	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31241	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19546	19546	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:81211 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 10199 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 8)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 8)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31142	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31242	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
