INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
23431	Hùng Miêu Song Hi®p Biªn B¸	2343	65	9	1	0	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11580	15520	5620	10120	7870	11530	12680	13250	14980	17290	50	150	200	100	500	2000	23430
23432	Hùng Miêu Song Hi®p Biªn B¸	2343	65	9	1	0	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	12230	16390	5940	10690	8310	11530	12680	13250	14980	17290	50	150	200	100	500	2000	23430
23433	Hùng Miêu Song Hi®p Biªn B¸	2343	65	9	1	0	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	12890	17270	6250	11260	8760	11530	12680	13250	14980	17290	50	150	200	100	500	2000	23430
23434	Hùng Miêu Song Hi®p Biªn B¸	2343	65	9	1	0	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13550	18150	6570	11840	9200	11530	12680	13250	14980	17290	50	150	200	100	500	2000	23430
23435	Hùng Miêu Song Hi®p Biªn B¸	2343	65	9	1	0	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	14200	19030	6890	12410	9650	11530	12680	13250	14980	17290	50	150	200	100	500	2000	23430
23439	Hùng Miêu Song Hi®p Bäo Bäo	2343	65	9	0	1	100	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10920	14640	5300	9540	7420	11530	12680	13250	14980	17290	50	150	200	100	500	2000	23430
23440	Hùng Song Hi®p Trß·ng Thành	2344	75	9	0	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11350	15200	5510	9910	7710	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23441	Hùng Miêu Song Hi®p Biªn B¸	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11910	15960	5780	10410	8090	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23442	Hùng Miêu Song Hi®p Biªn B¸	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12480	16720	6060	10900	8480	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23443	Hùng Miêu Song Hi®p Biªn B¸	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	13050	17480	6330	11400	8870	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23444	Hùng Miêu Song Hi®p Biªn B¸	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	13620	18240	6610	11900	9250	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23445	Hùng Miêu Song Hi®p Biªn B¸	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14180	19000	6880	12390	9640	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23446	Hùng Miêu Song Hi®p Biªn B¸	2344	75	9	1	0	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14750	19760	7160	12890	10020	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23449	Hùng Miêu Song Hi®p Bäo Bäo	2344	75	9	0	1	100	10	694	500000	-1	-1	722	900000	706	450000	661	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11350	15200	5510	9910	7710	12550	13800	14430	16310	18820	50	150	200	100	500	2000	23440
23450	Hùng Song Hi®p Trß·ng Thành	2345	85	9	0	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	11760	15750	5710	10270	7990	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23451	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	12260	16430	5950	10710	8330	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23452	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	12770	17110	6190	11150	8670	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23453	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	13270	17780	6440	11590	9020	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23454	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	13770	18460	6680	12030	9360	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23455	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	14280	19130	6930	12480	9700	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23456	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	14780	19810	7170	12920	10040	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23457	Hùng Miêu Song Hi®p Biªn B¸	2345	85	9	1	0	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	15290	20480	7420	13360	10390	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23459	Hùng Miêu Song Hi®p Bäo Bäo	2345	85	9	0	1	100	10	694	550000	-1	-1	722	900000	706	500000	661	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	11760	15750	5710	10270	7990	13570	14920	15600	17640	20350	50	150	200	100	500	2000	23450
23460	Hùng Song Hi®p Trß·ng Thành	2346	95	9	0	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	12180	16320	5910	10640	8280	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23461	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	12640	16930	6130	11040	8590	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23462	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	13090	17540	6350	11440	8900	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23463	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	13550	18160	6580	11840	9210	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23464	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	14010	18770	6800	12240	9520	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23465	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	14460	19380	7020	12640	9830	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23466	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	14920	19990	7240	13040	10140	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23467	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15380	20610	7460	13440	10450	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23468	Hùng Miêu Song Hi®p Biªn B¸	2346	95	9	1	0	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	15840	21220	7680	13840	10760	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23469	Hùng Miêu Song Hi®p Bäo Bäo	2346	95	9	0	1	100	10	694	600000	-1	-1	722	900000	706	550000	661	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	12180	16320	5910	10640	8280	14590	16040	16770	18960	23880	50	150	200	100	500	2000	23460
23470	Chiêu Sài Miêu trß·ng thành	2347	20	9	0	0	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	6130	7010	11400	7010	9640	6930	7620	7960	9000	10390	800	150	20	20	10	2000	23470
23471	Biªn D¸ Chiêu Sài Miêu	2347	20	9	1	0	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	7050	8060	13110	8060	11090	6930	7620	7960	9000	10390	800	150	20	20	10	2000	23470
23472	Biªn D¸ Chiêu Sài Miêu	2347	20	9	1	0	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	7980	9120	14820	9120	12540	6930	7620	7960	9000	10390	800	150	20	20	10	2000	23470
23479	Chiêu Sài Miêu Bäo Bäo	2347	20	9	0	1	1000	10	738	200000	-1	-1	702	900000	664	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	6130	7010	11400	7010	9640	6930	7620	7960	9000	10390	800	150	20	20	10	2000	23470
23490	Chß½ng Ngß Trß·ng Thành	2349	5	9	0	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	6130	7010	11400	7010	9640	6930	7620	7960	9000	10390	250	500	50	150	50	2000	23490
23491	Chß½ng Ngß Biªn D¸	2349	5	9	1	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	7050	8060	13110	8060	11090	6930	7620	7960	9000	10390	250	500	50	150	50	2000	23490
23492	Chß½ng Ngß Biªn D¸	2349	5	9	1	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	7980	9120	14820	9120	12540	6930	7620	7960	9000	10390	250	500	50	150	50	2000	23490
23499	Chß½ng Ngß Bäo Bäo	2349	5	9	0	1	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	6130	7010	11400	7010	9640	6930	7620	7960	9000	10390	250	500	50	150	50	2000	23490
23500	Chß½ng Ngß Trß·ng Thành	2350	45	9	0	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	6850	7830	12720	7830	10760	9480	10420	10900	12320	14220	250	500	50	150	50	2000	23500
23501	Chß½ng Ngß Biªn D¸	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	7530	8610	13990	8610	11840	9480	10420	10900	12320	14220	250	500	50	150	50	2000	23500
23502	Chß½ng Ngß Biªn D¸	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	8220	9390	15270	9390	12920	9480	10420	10900	12320	14220	250	500	50	150	50	2000	23500
23503	Chß½ng Ngß Biªn D¸	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	8900	10180	16540	10180	13990	9480	10420	10900	12320	14220	250	500	50	150	50	2000	23500
23509	Chß½ng Ngß Bäo Bäo	2350	45	9	0	1	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	6850	7830	12720	7830	10760	9480	10420	10900	12320	14220	250	500	50	150	50	2000	23500
23510	Chß½ng Ngß Trß·ng Thành	2351	55	9	0	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	7140	8160	13260	8160	11220	10510	11560	12080	13660	15760	250	500	50	150	50	2000	23510
23511	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	7670	8770	14250	8770	12060	10510	11560	12080	13660	15760	250	500	50	150	50	2000	23510
23512	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	8210	9380	15240	9380	12900	10510	11560	12080	13660	15760	250	500	50	150	50	2000	23510
23513	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	8740	9990	16240	9990	13740	10510	11560	12080	13660	15760	250	500	50	150	50	2000	23510
23514	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	9280	10600	17230	10600	14580	10510	11560	12080	13660	15760	250	500	50	150	50	2000	23510
23519	Chß½ng Ngß Bäo Bäo	2351	55	9	0	1	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	7140	8160	13260	8160	11220	10510	11560	12080	13660	15760	250	500	50	150	50	2000	23510
23520	Chß½ng Ngß Trß·ng Thành	2352	65	9	0	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7420	8480	13790	8480	11670	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23521	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7870	8990	14620	8990	12370	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23522	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	8310	9500	15440	9500	13070	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23523	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	8760	10010	16270	10010	13770	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23524	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9200	10520	17100	10520	14470	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23525	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9650	11030	17930	11030	15170	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23529	Chß½ng Ngß Bäo Bäo	2352	65	9	0	1	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7420	8480	13790	8480	11670	11530	12680	13250	14980	17290	250	500	50	150	50	2000	23520
23530	Chß½ng Ngß Trß·ng Thành	2353	75	9	0	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	7710	8810	14320	8810	12120	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23531	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	8090	9250	15040	9250	12720	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23532	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	8480	9690	15750	9690	13330	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23533	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	8870	10130	16470	10130	13940	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23534	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9250	10570	17190	10570	14540	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23535	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9640	11020	17900	11020	15150	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23536	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10020	11460	18620	11460	15750	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23539	Chß½ng Ngß Bäo Bäo	2353	75	9	0	1	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	7710	8810	14320	8810	12120	12550	13800	14430	16310	18820	250	500	50	150	50	2000	23530
23540	Chß½ng Ngß Trß·ng Thành	2354	85	9	0	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	7990	9130	14840	9130	12560	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23541	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	8330	9520	15480	9520	13100	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23542	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	8670	9910	16110	9910	13630	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23543	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	9020	10310	16750	10310	14170	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23544	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	9360	10700	17390	10700	14710	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23545	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	9700	11090	18020	11090	15250	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23546	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	10040	11480	18660	11480	15790	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23547	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	10390	11870	19290	11870	16330	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23549	Chß½ng Ngß Bäo Bäo	2354	85	9	0	1	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	7990	9130	14840	9130	12560	13570	14920	15600	17640	20350	250	500	50	150	50	2000	23540
23550	Chß½ng Ngß Trß·ng Thành	2355	95	9	0	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	8280	9460	15370	9460	13010	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23551	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	8590	9810	15950	9810	13500	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23552	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	8900	10170	16530	10170	13980	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23553	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	9210	10520	17100	10520	14470	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23554	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	9520	10880	17680	10880	14960	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23555	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	9830	11230	18260	11230	15450	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23556	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	10140	11590	18830	11590	15940	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23557	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	10450	11940	19410	11940	16420	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23558	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	10760	12300	19990	12300	16910	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23559	Chß½ng Ngß Bäo Bäo	2355	95	9	0	1	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	8280	9460	15370	9460	13010	14590	16040	16770	18960	23880	250	500	50	150	50	2000	23550
23560	Ði®p Luyªn Hoa Trß·ng Thành	2356	5	9	0	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	6560	7500	12190	7500	10310	8460	9300	9720	10990	12690	500	100	200	100	100	2000	23560
23561	Ði®p Luyªn Hoa Biªn D¸	2356	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	7550	8620	14020	8620	11860	8460	9300	9720	10990	12690	500	100	200	100	100	2000	23560
23562	Ði®p Luyªn Hoa Biªn D¸	2356	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	8530	9750	15850	9750	13410	8460	9300	9720	10990	12690	500	100	200	100	100	2000	23560
