INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10203006	1	2	3	6	0	613	1	-1	-1	Ðoàn hoa song phü	60	Là vû khí lßu truy«n lÕi t× th¶i thßþng c±, hai m£t ð«u có lßÞi s¡c, cán dài 8 t¤c, có th¬ t¤n công trong phÕm vi rµng, song búa có th¬ quét ngàn quân.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_8	Ë«¶ÌÀà	2051	2002	0
10203007	1	2	3	7	0	618	1	-1	-1	Th¤t tinh mµng ði®p song ðao	70	Tß½ng truy«n là do næ ngh® nhân Phí Ðình ðúc ra trong lúc ðau lòng mu¯n ðoÕn tuy®t, song ðao khi múa s¨ có ðôi bß¾m lßþn bay cu¯n quanh ðao.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_13	Ë«¶ÌÀà	2052	2002	0
10203008	1	2	3	8	0	622	1	-1	-1	Lãnh nguy®t hàn tinh	80	Lãnh nguy®t hàn tinh, hàn tinh ¦n khÑ, ngàn nåm th¥n khí, ðao hþp vô song, trong ðao ¦n gi¤u ðÕi bí kíp võ lâm, ngß¶i ðoÕt ðßþc ðao s¨ là vô ð¸ch thiên hÕ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_1	Ë«¶ÌÀà	2053	2002	0
10203009	1	2	3	9	0	626	1	-1	-1	Phøng c¥u hoàng	90	Tß½ng truy«n khi ðúc kiªm Lôi Công rèn s¡t, Vû Nß½ng x¯i nß¾c, qua 10 nåm tròn m¾i luy®n thành, lßÞi kiªm sáng nhß thÕch các hÕ, hai kiêm h­ ð£t xu¯ng là hþp v« mµt ch².	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_5	Ë«¶ÌÀà	2054	2002	0
10203010	1	2	3	10	0	631	1	-1	-1	Phách phong	100	Lþi nhçn th¥n binh huy nh§t nguy®t, th¥n công quÖ phü hi®u bª phong.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_10	Ë«¶ÌÀà	2055	2002	0
10203011	1	2	3	11	0	591	1	-1	-1	Li­u di®p song ðao	10	Th¥n ðao hình lá li­u, lßÞi ð½n b¢ng thép möng, nh©, linh hoÕt, phóng khoáng, chú tr÷ng t¯c ðµ ð¬ chiªm thßþng phong.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_2	Ë«¶ÌÀà	2055	2002	0
10203012	1	2	3	12	0	596	1	-1	-1	Linh xà song kiªm	20	Thân kiªm nhö h©p, tß½ng truy«n kiªm ¦n chÑa cái th¥n cüa linh xà, uy lñc r¤t l¾n.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_7	Ë«¶ÌÀà	2055	2002	0
10203013	1	2	3	13	0	600	1	-1	-1	Tinh th¥n song kiªm	30	Minh tinh (sao Kim) · bên trái, ám tinh · bên phäi, trái phäi cùng xu¤t hi®n, song kiªm hþp nh¤t.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_11	Ë«¶ÌÀà	2055	2002	0
10203014	1	2	3	14	0	604	1	-1	-1	Tam tinh Nga My thích	40	Nhö nh¡n, nh©, thu§n ti®n ð¬ mang theo ngß¶i, là vû khí n±i tiªng cüa næ phi t£c n±i danh NhÕn Vô Song.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_15	Ë«¶ÌÀà	2055	2002	0
10203015	1	2	3	15	0	609	1	-1	-1	Xuân Thu song ðao	50	Tß½ng truy«n là danh ðao lßu truy«n lÕi t× th¶i Xuân Thu, lßÞi ðao xanh lÕnh nhß nß¾c, giªt ngß¶i không phát ra tiªng ðµng, h­ xu¤t hi®n trên giang h° ¡t dçn ðªn kiªp nÕn giªt ngß¶i không ðªm xu¬.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_4	Ë«¶ÌÀà	2056	2002	0
10203016	1	2	3	16	0	613	1	-1	-1	Thù lßu song phü	60	Là ðôi búa lßu truy«n lÕi t× th¶i thßþng c±, ðuôi dài lßÞi möng, cán dài 3 t¤c, có th¬ t¤n công trong phÕm vi rµng, ðôi búa có th¬ quét ngàn quân.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_8	Ë«¶ÌÀà	2055	2002	0
10203017	1	2	3	17	0	618	1	-1	-1	Thu thuÖ nhÕn linh song ðao	70	Xu¤t hi®n · ðáy bi¬n Nam Häi, tß½ng truy«n là do long næ Nam Häi sØ døng, tinh xäo không gì sánh k¸p, ¦n chÑa sñ ¾n lÕnh.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_13	Ë«¶ÌÀà	2055	2002	0
10203018	1	2	3	18	0	622	1	-1	-1	Sß½ng thiên hi¬u giác	80	Sß½ng bay ð¥y tr¶i, lµ ra mµt góc trång sáng, là th¥n khí ngàn nåm, ðao hþp vô song, trong ðao ¦n chÑa ðÕi bí m§t cüa võ lâm, ngß¶i ðoÕt ðßþc nó s¨ vô ð¸ch thiên hÕ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_1	Ë«¶ÌÀà	2055	2002	0
10203019	1	2	3	19	0	627	1	-1	-1	Vân truy nguy®t	90	Bàn C± khai sáng th¶i hoang s½, giæa tr¶i ð¤t âm Ö løc khí, là ðôi song ðao ðßþc luy®n t× tinh hoa vÕn v§t mà thành.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_6	Ë«¶ÌÀà	2057	2002	0
10203020	1	2	3	20	0	632	1	-1	-1	Thß½ng long	100	†n thª giang h° ða täi t¦u, chí kim vô sñ thoÕi thß½ng long.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands3_11	Ë«¶ÌÀà	2058	2002	0
10204001	1	2	4	1	0	546	1	-1	-1	Tuyên Thành Phiªn	10	Xß½ng quÕt dùng g² ðàn hß½ng tÕo thành, nhö, linh hoÕt, tinh xäo hoa mÛ, có mùi th½m.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_2	ÉÈÀà	2059	2002	0
10204002	1	2	4	2	0	549	1	-1	-1	Thiên tú quyên cung phiªn	20	Là loÕi quÕt cung ðình ðßþc thêu trên t½ løa, kÛ thu§t thêu trên m£t quÕt r¤t tinh xäo, trong quÕt còn ¦n gi¤u c½ quan phóng kim.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_5	ÉÈÀà	2060	2002	0
10204003	1	2	4	3	0	553	1	-1	-1	Tê giác phiªn	30	Ðßþc tÕo ra t× s×ng tê ngßu, tính ch¤t tinh m¸n, ch¡c ch¡n, nhã nh£n trang tr÷ng, có màu s¡c và hß½ng th½m c±.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_9	ÉÈÀà	2061	2002	0
10204004	1	2	4	4	0	557	1	-1	-1	Tinh ng÷c phiªn	40	Tinh ng÷c làm xß½ng quÕt, b« m£t quÕt làm b¢ng t½ t¢m vàng, lµng lçy quý giá, là v§t tiªn c¯ng Tây H§u nåm xßa.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_13	ÉÈÀà	2062	2002	0
10204005	1	2	4	5	0	561	1	-1	-1	Bích vân phiªn	50	Hình thù quÕt kÏ d¸, có màu xanh t¯i, gi¯ng nhß mây ngû s¡c phän chiªu trong h°, xß½ng quÕt có dao nh÷n, có th¬ làm vû khí lþi hÕi giªt ngß¶i.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_1	ÉÈÀà	2063	2002	0
10204006	1	2	4	6	0	565	1	-1	-1	Tß½ng phi phiªn	60	Không biªt làm t× v§t gì, khi quÕt m· ra gi¯ng nhß chim công xoè cánh, toä ánh sáng rñc rÞ, nhßng cûng có th¬ ðoÕt h°n ngß¶i.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_5	ÉÈÀà	2064	2002	0
10204007	1	2	4	7	0	572	1	-1	-1	Bách chuy¬n thiên hình phiªn	70	To thì có th¬ che tr¶i ð§y ð¤t, nhö có th¬ nhß con kiªn, s¡c thì có th¬ chém vàng ðoÕn ng÷c, cÑng thì có th¬ ch¯ng ðßþc ðao kiªm.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_10	ÉÈÀà	2065	2002	0
10204008	1	2	4	8	0	574	1	-1	-1	Vû ðä ba tiêu	80	Ði¬m xuyªt b¢ng lông vû cüa tiên ði¬u, lµng lçy, rñc rÞ, gi¯ng nhß tiên næ bay lên tr¶i, múa r¤t nhanh nh©n, uy lñc không th¬ ðoán ðßþc.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_14	ÉÈÀà	2066	2002	0
10204009	1	2	4	9	0	580	1	-1	-1	Phá tr§n tØ	90	Th¥n khí thßþng c±, quÕt trong tay phá tr§n nhß trò ðùa.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_4	ÉÈÀà	2067	2002	0
10204010	1	2	4	10	0	585	1	-1	-1	NgoÕ long	100	Tuý ðÕo anh hùng ðß½ng tiêu vû, hào phong li®t sÛ døng ngoÕ long.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_9	ÉÈÀà	2068	2002	0
10204011	1	2	4	11	0	546	1	-1	-1	Nga mao phiªn	10	Là loÕi quÕt tròn ðßþc làm t× lông ng²ng, mùi hß½ng ¦n chÑa lßu ðµng, làm lay ðµng lòng ngß¶i.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_2	ÉÈÀà	2059	2002	0
10204012	1	2	4	12	0	549	1	-1	-1	Th§p tñ miên trúc phiªn	20	M£t quÕt ðßþc thêu tinh xäo b¢ng kim th§p tñ, xß½ng quÕt tinh xäo b¢ng trúc Miên S½n, trong quÕt có chÑa c½ quan phóng kim.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_5	ÉÈÀà	2060	2002	0
10204013	1	2	4	13	0	553	1	-1	-1	BÕch vû phiªn	30	Ðßþc làm t× lông tr¡ng, tính ch¤t tinh m¸n, ch¡c ch¡n, nhã nh£n trang tr÷ng, có màu s¡c và hß½ng th½m c±.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_9	ÉÈÀà	2061	2002	0
10204014	1	2	4	14	0	557	1	-1	-1	Thanh tâm phiªn	40	Hình thù ð£c bi®t, nghe nói sau khi làm quÕt b¸ nhi­m xÕ hß½ng, có th¥n hi®u thanh tâm t¸nh c¯t.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan1_13	ÉÈÀà	2062	2002	0
10204015	1	2	4	15	0	561	1	-1	-1	Thiªt c¯t phiªn	50	Hình thù quÕt kÏ d¸, xß½ng quÕt ðßþc làm t× s¡t tinh luy®n tråm nåm, có dao nh÷n, có th¬ làm vû khí lþi hÕi giªt ngß¶i.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_1	ÉÈÀà	2063	2002	0
10204016	1	2	4	16	0	567	1	-1	-1	ThuÖ kính phiªn	60	Không biªt làm t× v§t gì, giæa quÕt có mµt viên ng÷c, tß½ng truy«n do m¡t cüa phøc ma La Hán hoá thành, th¤y nó yêu ma không th¬ l¦n tr¯n.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_6	ÉÈÀà	2069	2002	0
10204017	1	2	4	17	0	571	1	-1	-1	Ngû hoä th¤t c¥m phiªn	70	Xß½ng quÕt dài h½n b« m£t quÕt, phía ð¥u s¡c nh÷n, mang h°i câu, ðóng quÕt thì nhß kiªm, m· ra nhß lá ch¡n, bên trong có c½ quan, giªt ngß¶i vô hình.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_11	ÉÈÀà	2070	2002	0
10204018	1	2	4	18	0	578	1	-1	-1	Phong bài tông lß	80	Trång sáng lÕnh Thiên S½n, tuyªt lúc ¦n lúc hi®n trong gió lÕnh. Ðßþc CØu Thiên Huy«n Næ sØ døng múa, sÑc mÕnh không th¬ tính ðßþc.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_15	ÉÈÀà	2071	2002	0
10204019	1	2	4	19	0	581	1	-1	-1	Ð¸nh phong ba	90	Th¥n khí th¶i thßþng c±, quÕt trong tay vßþt qua sóng gió.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_5	ÉÈÀà	2072	2002	0
10204020	1	2	4	20	0	586	1	-1	-1	Phøng sô	100	Giang h° tranh hùng b¤t khä vån, thª nhân kÖ ða thoÕi phøng sô.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_10	ÉÈÀà	2073	2002	0
10205001	1	2	5	1	0	502	1	-1	-1	Tân thiªt hoàn	10	Là vû khí dÕng khuyên làm t× thép tinh luy®n, thích hþp cho nhæng ngß¶i m¾i vào giang h° sØ døng.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_3	»·Àà	2074	2002	0
