INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7154	23463	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7155	23463	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7156	23464	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7157	23464	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7158	23464	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7159	23465	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7160	23465	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7161	23465	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7162	23466	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7163	23466	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7164	23466	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7165	23467	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7166	23467	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7167	23467	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7168	23468	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7169	23468	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7170	23468	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7171	23469	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7172	23469	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7173	23469	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7174	25831	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7175	25831	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7176	25831	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7177	25841	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7178	25841	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7179	25841	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7180	23471	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7181	23471	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7182	23471	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7183	23472	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7184	23472	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7185	23472	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7186	23479	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7187	23479	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7188	23479	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7189	23491	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7190	23491	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7191	23491	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7192	23492	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7193	23492	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7194	23492	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7195	23499	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7196	23499	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7197	23499	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7198	23501	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7199	23501	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7200	23501	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7201	23502	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7202	23502	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7203	23502	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7204	23503	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7205	23503	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7206	23503	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7207	23509	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7208	23509	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7209	23509	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7210	23511	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7211	23511	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7212	23511	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7213	23512	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7214	23512	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7215	23512	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7216	23513	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7217	23513	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7218	23513	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7219	23514	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7220	23514	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7221	23514	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7222	23519	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7223	23519	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7224	23519	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7225	23521	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7226	23521	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7227	23521	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7228	23522	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7229	23522	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7230	23522	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7231	23523	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7232	23523	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7233	23523	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7234	23524	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7235	23524	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7236	23524	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7237	23525	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7238	23525	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7239	23525	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7240	23529	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7241	23529	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7242	23529	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7243	23531	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7244	23531	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7245	23531	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7246	23532	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7247	23532	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7248	23532	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7249	23533	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7250	23533	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7251	23533	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7252	23534	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7253	23534	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7254	23534	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7255	23535	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7256	23535	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7257	23535	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7258	23536	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7259	23536	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7260	23536	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7261	23539	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7262	23539	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7263	23539	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7264	23541	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7265	23541	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7266	23541	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7267	23542	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7268	23542	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7269	23542	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7270	23543	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7271	23543	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7272	23543	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7273	23544	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7274	23544	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7275	23544	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7276	23545	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7277	23545	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7278	23545	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7279	23546	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7280	23546	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7281	23546	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7282	23547	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7283	23547	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7284	23547	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7285	23549	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7286	23549	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7287	23549	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7288	23551	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7289	23551	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7290	23551	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7291	23552	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7292	23552	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7293	23552	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7294	23553	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7295	23553	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7296	23553	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7297	23554	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7298	23554	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7299	23554	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7300	23555	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7301	23555	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7302	23555	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7303	23556	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7304	23556	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7305	23556	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7306	23557	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7307	23557	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7308	23557	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7309	23558	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7310	23558	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7311	23558	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7312	23559	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7313	23559	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7314	23559	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7315	25851	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7316	25851	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7317	25851	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7318	25861	1	1800	10	20	30	40	50	60	70	80	90	100	100	60	36	20	12	8	5	3	2	1
7319	25861	1800	2200	10	20	40	60	90	100	130	160	190	230	100	60	36	20	12	8	5	3	2	1
7320	25861	2200	9999	10	20	50	70	110	140	180	220	260	310	100	60	36	20	12	8	5	3	2	1
7321	23561	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7322	23561	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7323	23561	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7324	23562	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7325	23562	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7326	23562	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7327	23569	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7328	23569	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7329	23569	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7330	23571	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7331	23571	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7332	23571	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7333	23572	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7334	23572	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7335	23572	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7336	23573	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7337	23573	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7338	23573	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7339	23579	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7340	23579	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7341	23579	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7342	23581	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7343	23581	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7344	23581	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7345	23582	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7346	23582	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7347	23582	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7348	23583	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7349	23583	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7350	23583	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7351	23584	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7352	23584	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7353	23584	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7354	23589	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7355	23589	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7356	23589	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7357	23591	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7358	23591	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7359	23591	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7360	23592	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7361	23592	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7362	23592	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7363	23593	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7364	23593	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7365	23593	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7366	23594	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7367	23594	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7368	23594	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7369	23595	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7370	23595	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7371	23595	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7372	23599	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7373	23599	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7374	23599	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7375	23601	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7376	23601	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7377	23601	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7378	23602	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7379	23602	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7380	23602	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7381	23603	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7382	23603	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7383	23603	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7384	23604	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7385	23604	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7386	23604	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7387	23605	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7388	23605	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7389	23605	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7390	23606	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7391	23606	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7392	23606	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7393	23609	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7394	23609	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7395	23609	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7396	23611	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7397	23611	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7398	23611	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7399	23612	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7400	23612	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7401	23612	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7402	23613	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7403	23613	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7404	23613	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7405	23614	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7406	23614	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7407	23614	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7408	23615	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7409	23615	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7410	23615	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7411	23616	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7412	23616	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7413	23616	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7414	23617	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7415	23617	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7416	23617	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7417	23619	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7418	23619	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7419	23619	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
7420	23621	1	1800	10	20	30	40	60	70	80	90	100	120	100	60	36	20	12	8	5	3	2	1
7421	23621	1800	2200	10	20	40	70	100	110	140	170	200	250	100	60	36	20	12	8	5	3	2	1
7422	23621	2200	9999	10	30	50	70	120	150	200	240	280	340	100	60	36	20	12	8	5	3	2	1
